"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","HT_Pvalue","IsSingleNode","known_HT_gene","Known_MS_gene","MS_Pvalue","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"3.8730396678966788","3.8062828698437614E-4","0.2581951350224789","0.05454545454545454","11","8","0.498","false","","","0.823","WASF1","24.181818181818183","0","11","0","0.9900586862702536","false","0","WASF1","276218","0.10276679841897234"
"3.5995156826568264","0.002637171755391251","0.2778151529713279","0.06884057971014493","24","8","0.808","false","","","0.65","PTPN12","35.333333333333336","0","24","0","0.9910051360461701","false","0","PTPN12","2390256","0.06057971014492754"
"3.599861623616236","0.0010327200433853452","0.2777884553783074","0.07142857142857142","29","8",,"false","","",,"WAS","32.58620689655172","0","29","0","0.991003939018629","false","0","WAS","1049768","0.06303879310344827"
"3.975438191881919","9.727547117047671E-4","0.25154459753444525","0.0","11","8",,"false","","",,"POM121","14.545454545454545","0","11","0","0.9897043661180558","false","0","POM121","612512","0.09606705351386202"
"3.903828413284133","0.0025127086707233894","0.25615879955101317","0.0036231884057971015","24","8",,"false","","",,"TEX11","8.916666666666666","0","24","0","0.989952150819086","false","0","TEX11","1936984","0.05263157894736842"
"4.156711254612546","2.599160945916829E-4","0.2405748051155436","0.0","11","9","0.621","false","","","0.916","TRIM23","12.454545454545455","0","11","0","0.9890771236864617","false","0","TRIM23","178150","0.10508757297748124"
"3.533671586715867","0.0027114302650814376","0.2829917765304791","0.02666666666666667","25","8","0.51","false","","","0.638","TRIP6","28.48","0","25","0","0.9912329702881805","false","0","TRIP6","2031274","0.049466192170818504"
"3.683809963099631","1.5230878904520364E-4","0.27145808551931383","0.19047619047619047","7","8","0.509","false","","","0.958","ING2","90.57142857142857","0","7","0","0.9907134603352954","false","0","ING2","231542","0.17586685159500692"
"3.41190036900369","0.0017151224360795578","0.2930917939705286","0.10574712643678161","30","8","0.184","false","","","0.441","SIN3A","34.7","0","30","0","0.991654323982686","false","0","SIN3A","1469020","0.04754699679046309"
"3.2249769372693726","0.013341641452033343","0.3100797368326957","0.01978021978021978","105","8","0.891","false","","","0.685","SMAD1","17.114285714285714","0","105","0","0.9923011178641198","false","0","SMAD1","10237818","0.01450854171824709"
"3.4354243542435423","0.005887947908281427","0.29108485499462944","0.02882205513784461","57","8","0.647","false","","","0.188","SMURF2","21.280701754385966","0","57","0","0.9915729261098839","false","0","SMURF2","4448742","0.02588869176687036"
"3.7395064575645756","1.6309394486836612E-4","0.26741496808412224","0.18181818181818182","11","8",,"false","","",,"SMURF1","60.63636363636363","0","11","0","0.9905207389011607","false","0","SMURF1","223244","0.1300097751710655"
"6.350553505535055","0.0","0.15746658919233003","1.0","5","11",,"false","","",,"KIR2DL5A","5.6","0","5","0","0.9814859740292905","false","0","KIR2DL5A","0","0.8"
"5.352167896678967","3.6426823031763633E-4","0.186840177532641","0.7333333333333333","6","10",,"false","","",,"KIR2DS1","5.5","0","6","0","0.9849405955132216","false","0","KIR2DS1","760934","0.5"
"5.904404981549815","3.942518853315074E-5","0.16936507626506261","0.6666666666666666","6","10",,"false","","",,"KIR3DS1","5.166666666666667","0","6","0","0.9830297405482705","false","0","KIR3DS1","64484","0.5555555555555556"
"6.350553505535055","0.0","0.15746658919233003","1.0","5","11",,"false","","",,"KIR2DL5B","5.6","0","5","0","0.9814859740292905","false","0","KIR2DL5B","0","0.8"
"3.835562730627306","2.2391069349843984E-4","0.2607179363838615","0.05555555555555555","9","9",,"false","","",,"APEX2","64.11111111111111","0","9","0","0.9901883642538847","false","0","APEX2","365082","0.15809839690436706"
"3.506111623616236","0.002645158417156869","0.28521624732774215","0.015873015873015872","28","8","0.586","false","","","0.204","EFEMP2","23.607142857142858","0","28","0","0.9913283334822968","false","0","EFEMP2","1870544","0.04109062980030722"
"3.5212177121771218","0.004513466153872682","0.2839926643961226","0.014184397163120567","48","8","0.75","false","","","0.126","CALCOCO2","16.625","0","48","0","0.9912760632796639","false","0","CALCOCO2","3361414","0.028585271317829456"
"3.7279750922509227","0.0024132492250327747","0.2682421355439389","0.0","35","8",,"false","","",,"NINL","13.142857142857142","0","35","0","0.990560639819201","false","0","NINL","1894468","0.03794642857142857"
"3.158786900369004","0.021560909992015403","0.3165772277589165","0.036991670749632534","157","8",,"false","","",,"TRAF2","21.554140127388536","0","157","0","0.9925301491336712","false","0","TRAF2","22339696","0.016508008835969926"
"3.716328413284133","0.0013908373916995274","0.26908278515576517","0.006666666666666667","25","8","0.382","false","","","0.458","TRIM37","22.88","0","25","0","0.9906009397464216","false","0","TRIM37","1185318","0.05020501138952164"
"3.972670664206642","1.748428039292099E-4","0.2517198339670837","0.009523809523809525","15","8","0.367","false","","","0.00875","HOOK2","16.733333333333334","0","15","0","0.9897139423383853","false","0","HOOK2","202346","0.10236559139784947"
"3.4341559040590406","0.016526593168214674","0.29119237097478257","0.006124234470691163","127","8","0.551","false","","","0.04959","CCDC85B","9.850393700787402","0","127","0","0.9915773152108684","false","0","CCDC85B","14645932","0.014704032602953384"
"4.061692804428044","7.737370945340051E-6","0.2462027652386225","0.6190476190476191","7","9","0.251","false","","","0.631","ING3","21.857142857142858","0","7","0","0.989405907251114","false","0","ING3","12484","0.1934260429835651"
"3.8151522140221403","3.2451341875859146E-4","0.26211273991234696","0.21666666666666667","16","8","0.979","false","","","0.705","TRRAP","28.6875","0","16","0","0.9902589888788161","false","0","TRRAP","331878","0.09058544303797468"
"3.7872463099630997","5.286217161881995E-4","0.2640440885424596","0.17142857142857143","15","9",,"false","","",,"MORF4L1","24.466666666666665","0","15","0","0.9903555491004736","false","0","MORF4L1","405468","0.08574793875147232"
"3.335216789667897","0.006533907020997399","0.29983058465581025","0.018648018648018648","66","8",,"false","","",,"KAT5","22.803030303030305","0","66","0","0.9919196650876543","false","0","KAT5","6532050","0.024502450245024503"
"3.4927352398523985","0.0010416905679349647","0.2863085608636799","0.1541501976284585","23","9","0.418","false","","","0.831","RUVBL1","63.21739130434783","0","23","0","0.9913746185472236","false","0","RUVBL1","1375376","0.07388761759471142"
"3.674700184501845","1.7170068611788224E-4","0.2721310446543446","0.5","5","9",,"false","","",,"ING4","121.4","0","5","0","0.9907449820605473","false","0","ING4","168674","0.27114093959731544"
"3.127882841328413","0.007177631227345053","0.319705069124424","0.07305061559507524","86","8",,"false","","",,"MIR1281","40.95348837209303","0","86","0","0.9926370835940194","false","0","MIR1281","10582730","0.022866269331151882"
"3.130189114391144","0.013118278204796134","0.3194695155645607","0.04593837535014006","120","8",,"false","","",,"RELA","31.35","0","120","0","0.9926291034104112","false","0","RELA","15259796","0.02009456264775414"
"3.6467942804428044","6.229684580585491E-4","0.2742134387351779","0.06060606060606061","12","9",,"false","","",,"ING5","49.916666666666664","0","12","0","0.9908415422822048","false","0","ING5","525208","0.10523504273504274"
"4.0305581180811805","2.936804893064061E-4","0.2481045976024948","0.09090909090909091","12","8","0.73","false","","","0.393","PCM1","16.083333333333332","0","12","0","0.989513639729823","false","0","PCM1","192476","0.09935897435897435"
"4.109663284132841","5.765379755776141E-6","0.2433289374000393","0.0","3","9",,"false","","",,"LOC100329108","31.666666666666668","0","3","0","0.9892399194320662","false","0","LOC100329108","9106","0.35658914728682173"
"4.109663284132841","5.765379755776141E-6","0.2433289374000393","0.0","3","9",,"false","","",,"LOC641746","31.666666666666668","0","3","0","0.9892399194320662","false","0","LOC641746","9106","0.35658914728682173"
"4.109663284132841","5.765379755776141E-6","0.2433289374000393","0.0","3","9",,"false","","",,"LOC729080","31.666666666666668","0","3","0","0.9892399194320662","false","0","LOC729080","9106","0.35658914728682173"
"4.520987084870849","4.194910590329666E-7","0.22119063408661938","0.0","2","9","0.609","false","","","0.297","NAV2","12.5","0","2","0","0.987816653685568","false","0","NAV2","642","0.5227272727272727"
"3.9686346863468636","2.559184673004123E-4","0.2519758251975825","0.12418300653594772","18","8",,"false","","",,"MCM6","12.833333333333334","0","18","0","0.9897279076596993","false","0","MCM6","210322","0.09457167090754877"
"4.3799584870848705","5.64582844218346E-4","0.22831266619277046","0.10714285714285714","8","8","0.191","false","","","0.12","CTSG","12.25","0","8","0","0.9883046419132011","false","0","CTSG","388790","0.14329268292682926"
"4.586369926199262","5.699608981853413E-5","0.21803736202951754","0.0","5","9","0.376","false","","","0.938","SERPINB13","9.8","0","5","0","0.9875904154802794","false","0","SERPINB13","36384","0.25882352941176473"
"3.6300738007380073","0.003472795832893653","0.27547649301143584","0.03666666666666667","25","8","0.03237","false","","","0.663","LRP1","29.16","0","25","0","0.9908993986133634","false","0","LRP1","2806712","0.047653910149750414"
"4.012569188191882","0.0022805829052739753","0.24921688651320517","0.034482758620689655","29","8","0.491","false","","","0.7","THBS1","11.379310344827585","0","29","0","0.9895758851619658","false","0","THBS1","1713562","0.05037343079612268"
"4.046586715867159","0.0012052497113004752","0.24712185113416163","0.030303030303030304","12","8","0.449","false","","","0.571","SERPINA3","12.25","0","12","0","0.989458177453747","false","0","SERPINA3","864076","0.09745762711864407"
"4.120618081180812","4.874133554836891E-4","0.24268203951418818","0.0","8","8","0.0044","false","","","0.322","SDC1","20.625","0","8","0","0.9892020135599281","false","0","SDC1","272800","0.13171140939597314"
"4.572878228782288","1.6209313786431954E-5","0.21868065362114184","0.2","5","9","0.805","false","","","0.959","SERPINA1","10.4","0","5","0","0.9876370995543865","false","0","SERPINA1","10526","0.2631578947368421"
"4.285055350553505","5.161723013120463E-4","0.23336921420882673","0.0","11","9","0.884","false","","","0.186","PPBP","8.181818181818182","0","11","0","0.9886330264686731","false","0","PPBP","363972","0.1025974025974026"
"4.077375461254612","0.0011295656470699561","0.24525580474560935","0.03333333333333333","16","8","0.402","false","","","0.612","CTSB","12.25","0","16","0","0.9893516420025791","false","0","CTSB","803204","0.08072916666666667"
"3.8798431734317345","0.003916532321133059","0.25774237650835163","0.012315270935960592","29","7","0.237","false","","","0.00597","PLAU","9.862068965517242","0","29","0","0.99003514472861","false","0","PLAU","2350932","0.04156825696740671"
"4.539321955719557","1.450596687907921E-5","0.22029721834116603","0.0","2","9","0.152","false","","","0.424","MARCKS","13.0","0","2","0","0.9877532112258839","false","0","MARCKS","8782","0.5"
"3.938883763837638","8.900664522029624E-4","0.25387903273025353","0.045454545454545456","12","9",,"false","","",,"S100A10","19.083333333333332","0","12","0","0.9898308520282435","false","0","S100A10","679726","0.10707364341085271"
"4.1089714022140225","7.48021205248981E-5","0.24336990991496643","0.0","2","9","0.14","false","","","0.159","SPHK1","86.5","0","2","0","0.9892423134871488","false","0","SPHK1","48448","0.5"
"3.7753690036900367","0.0017668111820243954","0.26487477092241907","0.0","18","8","0.7","false","","","0.663","RGS2","14.777777777777779","0","18","0","0.9903966470460551","false","0","RGS2","970686","0.060164968461911696"
"4.880304428044281","1.178044496888183E-5","0.20490525022446954","0.0","3","9","0.104","false","","","0.731","KRIT1","5.0","0","3","0","0.9865733410794316","false","0","KRIT1","5378","0.3333333333333333"
"4.105396678966789","5.082105088851718E-4","0.24358182124599745","0.0","9","9","0.659","false","","","0.47","RAP1A","13.333333333333334","0","9","0","0.9892546827717413","false","0","RAP1A","370414","0.12714776632302405"
"4.5769142066420665","8.067457967911248E-5","0.21848781839711773","0.0","2","9",,"false","","",,"CTSK","15.0","0","2","0","0.9876231342330725","false","0","CTSK","45630","0.5"
"4.924238929889299","2.727990011583073E-4","0.20307706718497529","0.0","3","9","0.565","false","","","0.952","SERPINB3","4.666666666666667","0","3","0","0.986421318581698","false","0","SERPINB3","155220","0.3333333333333333"
"3.595249077490775","0.0030000252392200894","0.27814484572454934","0.008547008547008548","27","8",,"false","","",,"FGFR3","21.0","0","27","0","0.991019899385845","false","0","FGFR3","2139140","0.04523987074322645"
"5.303620848708487","0.0","0.18855043158741547","1.0","2","10","0.04021","false","","","0.632","INHA","11.0","0","2","0","0.9851085783781713","false","0","INHA","0","0.5789473684210527"
"4.598593173431734","9.811459471032556E-5","0.2174578098748715","0.47619047619047616","7","9","0.345","false","","YES","0.05441","TGFBR3","11.428571428571429","0","7","0","0.9875481205071567","false","0","TGFBR3","92036","0.22857142857142856"
"4.1025138376383765","5.165626392559488E-4","0.24375298648002922","0.0","7","9","0.559","false","","YES","0.303","NRXN1","41.57142857142857","0","7","0","0.9892646580012514","false","0","NRXN1","356846","0.1480709071949948"
"3.990659594095941","9.061597680014697E-4","0.2505851417343312","0.014705882352941176","17","8","0.02383","false","","","0.231","SDCBP","10.882352941176471","0","17","0","0.9896516969062426","false","0","SDCBP","534090","0.0653170359052712"
"4.658440959409594","1.2635434875619072E-5","0.21466409228179612","0.0","3","9","0.03956","false","","YES","0.834","PDZD2","7.666666666666667","0","3","0","0.9873410347425274","false","0","PDZD2","7238","0.37037037037037035"
"5.10239852398524","0.0","0.1959862592659555","0.0","1","10","0.891","false","","","0.392","SIPA1L1","7.0","0","1","0","0.985804849397975","false","0","SIPA1L1","0","0.0"
"5.742273985239852","2.3169513227249913E-4","0.1741470369700986","0.0","3","10","0.586","false","","","0.00658","CTSS","2.0","0","3","0","0.9835907474559173","false","0","CTSS","142226","0.3333333333333333"
"6.742158671586716","0.0","0.1483204487925019","0.0","1","11","0.601","false","","","0.953","SERPINB4","3.0","0","1","0","0.9801309388526411","false","0","SERPINB4","0","0.0"
"4.860124538745388","5.332304244816058E-6","0.20575604432106673","0.0","2","9","0.181","false","","","0.503","MPP6","5.5","0","2","0","0.9866431676860022","false","0","MPP6","2936","0.5"
"3.971978782287823","4.8824007778733053E-4","0.2517636812309479","0.047619047619047616","7","8","0.152","false","","","0.335","SKIV2L2","28.428571428571427","0","7","0","0.9897163363934678","false","0","SKIV2L2","370492","0.15482841181165202"
"4.059040590405904","2.0337617185306144E-4","0.24636363636363637","0.30303030303030304","12","9",,"false","","",,"RING1","12.0","0","12","0","0.9894150844622632","false","0","RING1","154754","0.13662790697674418"
"3.546471402214022","0.0012389941544002556","0.2819704113152333","0.1111111111111111","19","8","0.228","false","","","0.829","USP7","51.0","0","19","0","0.9911886802691556","false","0","USP7","1237570","0.07279317375217095"
"3.9952721402214024","5.011946653478925E-4","0.2502958409097469","0.21904761904761905","15","8","0.936","false","","","0.13","RNF2","13.733333333333333","0","15","0","0.9896357365390263","false","0","RNF2","425190","0.10151515151515152"
"3.8421356088560885","4.3092653649839317E-4","0.2602719169242774","0.28888888888888886","10","8",,"false","","",,"USP11","48.0","0","10","0","0.9901656207306018","false","0","USP11","311696","0.1111368909512761"
"4.056619003690037","4.4774973905780046E-5","0.24651070240768638","0.2","5","9","0.321","false","","","0.24","RYBP","25.4","0","5","0","0.9894234636550517","false","0","RYBP","36942","0.23551401869158878"
"4.352744464944649","0.0016975834287645455","0.229740111796964","0.0","16","9","0.195","false","","","0.825","MPP3","7.375","0","16","0","0.9883988080797763","false","0","MPP3","1221894","0.06505102040816327"
"3.8262223247232474","5.775362290545024E-4","0.2613543895602905","0.21428571428571427","8","8","0.06253","false","","","0.398","SF3B3","43.625","0","8","0","0.9902206839974975","false","0","SF3B3","410350","0.14315181518151815"
"4.7347785977859775","3.0295726552577823E-5","0.21120311738918657","0.0","2","9","0.393","false","","","0.751","PLK2","13.5","0","2","0","0.9870768906651004","false","0","PLK2","13024","0.5"
"4.5337869003690034","8.060995042851574E-4","0.22056616730676298","0.0","9","9",,"false","","",,"NOA1","5.555555555555555","0","9","0","0.9877723636665432","false","0","NOA1","700248","0.11388888888888889"
"4.760147601476015","5.084734791329495E-4","0.21007751937984495","0.0","4","10","0.384","false","","","0.188","TRIM41","10.75","0","4","0","0.9869891086454117","false","0","TRIM41","392266","0.2565789473684211"
"5.352629151291513","0.0","0.18682407686673272","0.0","1","10","0.262","false","","","0.31","RAB31","16.0","0","1","0","0.9849389994764999","false","0","RAB31","0","0.0"
"5.047739852398524","4.776553277009362E-6","0.19810846621282038","0.0","2","9",,"false","","",,"SNORA10","10.0","0","2","0","0.985993979749486","false","0","SNORA10","5306","0.5625"
"5.047739852398524","4.776553277009362E-6","0.19810846621282038","0.0","2","9",,"false","","",,"SNORA64","10.0","0","2","0","0.985993979749486","false","0","SNORA64","5306","0.5625"
"5.047739852398524","4.776553277009362E-6","0.19810846621282038","0.0","2","9","0.638","false","","","0.112","RPS2","10.0","0","2","0","0.985993979749486","false","0","RPS2","5306","0.5625"
"4.231895756457565","2.5977665533877722E-5","0.2363007166407804","0.0","4","9",,"false","","",,"MPP1","16.25","0","4","0","0.9888169697008389","false","0","MPP1","23238","0.2772727272727273"
"3.416858856088561","0.0014763435047500017","0.29266646417603187","0.17391304347826086","24","8","0.68","false","","","0.581","STUB1","63.208333333333336","0","24","0","0.9916371665879289","false","0","STUB1","1743526","0.06512568870523416"
"3.754612546125461","9.255764454399612E-4","0.26633906633906634","0.01282051282051282","13","8","0.929","false","","","0.00819","SGSM2","25.53846153846154","0","13","0","0.9904684686985278","false","0","SGSM2","622976","0.08069381598793364"
"4.822993542435424","0.0","0.20734010759115362","0.0","1","9","0.107","false","","YES","9.5E-5","CCDC88B","17.0","0","1","0","0.986771648642092","false","0","CCDC88B","0","0.0"
"3.823108856088561","0.0015773084618642662","0.2615672317065814","0.014705882352941176","17","8",,"false","","",,"PBX2","17.058823529411764","0","17","0","0.9902314572453684","false","0","PBX2","918624","0.06080634500991408"
"3.757380073800738","0.0017567117386916712","0.266142892217039","0.0392156862745098","18","8","0.07732","false","","","0.01378","NSF","33.55555555555556","0","18","0","0.9904588924781982","false","0","NSF","1242622","0.06332481907194551"
"4.043703874538745","5.134014824811898E-4","0.24729802948641175","0.0","9","8",,"false","","",,"USO1","22.77777777777778","0","9","0","0.989468152683257","false","0","USO1","363264","0.12098765432098765"
"3.904059040590406","0.0010195669760468362","0.2561436672967864","0.08888888888888889","10","9","0.44","false","","","0.826","STX8","40.2","0","10","0","0.9899513528007252","false","0","STX8","582586","0.11598837209302326"
"3.765682656826568","0.003358435747039984","0.26555609995100443","0.0374331550802139","34","8","0.319","false","","","0.01806","STX1A","9.764705882352942","0","34","0","0.990430163817209","false","0","STX1A","2161278","0.04317323259579061"
"3.7732933579335795","0.0011851545185904472","0.2650204755210562","0.007352941176470588","17","8",,"false","","",,"RPLP1","20.058823529411764","0","17","0","0.9904038292113024","false","0","RPLP1","890700","0.07155399473222125"
"4.164783210332104","5.534128554495453E-4","0.24010853614641303","0.0784313725490196","18","9",,"false","","",,"STX4","10.166666666666666","0","18","0","0.9890491930438337","false","0","STX4","423724","0.09722222222222222"
"7.040590405904059","2.3062730627306275E-4","0.1420335429769392","0.3333333333333333","3","12","0.311","false","","","0.517","CALCRL","2.6666666666666665","0","3","0","0.9790983030937574","false","0","CALCRL","206990","0.5833333333333334"
"8.040475092250922","0.0","0.12437076025069199","0.0","1","13",,"false","","",,"RAMP2","3.0","0","1","0","0.9756384944904812","false","0","RAMP2","0","0.0"
"6.041051660516605","4.527161327177917E-4","0.16553409177674275","0.3333333333333333","4","11","0.843","false","","","0.233","RAMP1","2.75","0","4","0","0.9825569146694928","false","0","RAMP1","398714","0.4166666666666667"
"3.7676429889298895","3.719571301817018E-4","0.2654179291769963","0.025","16","8",,"false","","",,"CTTN","16.625","0","16","0","0.9904233806611423","false","0","CTTN","309116","0.07582938388625593"
"3.7842481549815496","0.0010328500533546081","0.26425328335923454","0.01818181818181818","11","8",,"false","","",,"SHANK2","54.81818181818182","0","11","0","0.9903659233391643","false","0","SHANK2","804512","0.09836065573770492"
"3.3955258302583027","0.0028701411512754267","0.294505195951912","0.07386363636363637","33","8","0.343","false","","","0.209","PAK1","46.27272727272727","0","33","0","0.9917109832863035","false","0","PAK1","2838128","0.0470762672597535"
"3.6839252767527677","3.241243372682082E-4","0.2714495883807556","0.06593406593406594","14","8","0.212","false","","","0.253","PAK2","36.07142857142857","0","14","0","0.990713061326115","false","0","PAK2","315874","0.09220779220779221"
"3.907749077490775","4.0466593678177543E-4","0.2559017941454202","0.030303030303030304","12","8",,"false","","",,"DNM2","21.166666666666668","0","12","0","0.9899385845069523","false","0","DNM2","331958","0.09534883720930233"
"3.8271448339483394","2.909052549636691E-4","0.2612913917261743","0.13333333333333333","6","8","0.162","false","","YES","0.02954","FER","60.666666666666664","0","6","0","0.9902174919240542","false","0","FER","196432","0.19222577209797656"
"3.7683348708487086","1.6982530926487306E-4","0.26536919734385994","0.07692307692307693","13","8",,"false","","",,"TMX2-CTNND1","31.923076923076923","0","13","0","0.9904209866060598","false","0","TMX2-CTNND1","205098","0.09831730769230769"
"3.838330258302583","7.738748045985449E-4","0.2605299525325963","0.027777777777777776","9","8","0.981","false","","","0.347","SDC3","42.55555555555556","0","9","0","0.9901787880335552","false","0","SDC3","508752","0.11768388106416275"
"4.054428044280443","1.6618247028853898E-4","0.24664391353811146","0.03571428571428571","8","8","0.00844","false","","","0.544","KCNA2","19.5","0","8","0","0.9894310448294795","false","0","KCNA2","109370","0.13786764705882354"
"3.415590405904059","0.002668118611818311","0.2927751519243754","0.14879227053140096","46","7","0.458","false","","","1.28E-4","SYK","43.0","0","46","0","0.9916415556889132","false","0","SYK","3220092","0.045675300647548565"
"3.970479704797048","2.4394138213814875E-6","0.25185873605947956","0.3333333333333333","3","8","0.844","false","","YES","0.217","MYLK","51.0","0","3","0","0.989721523512813","false","0","MYLK","5452","0.35933806146572106"
"3.816420664206642","3.69490958829046E-4","0.2620256224317138","0.07692307692307693","13","8","0.94","false","","","0.947","WASL","29.384615384615383","0","13","0","0.9902545997778317","false","0","WASL","312042","0.09496366825357053"
"4.349054428044281","0.0","0.22993503910910776","0.0","1","9","0.488","false","","","0.348","KCTD12","91.0","0","1","0","0.9884115763735493","false","0","KCTD12","0","0.0"
"3.349169741697417","0.006692800859798692","0.29858146260845614","0.016605616605616606","91","8","0.313","false","","","0.779","TNFRSF1B","21.043956043956044","0","91","0","0.9918713849768255","false","0","TNFRSF1B","9359804","0.023852018051554014"
"4.130996309963099","3.998094508663276E-4","0.24207235372934346","0.08333333333333333","9","9","0.183","false","","","0.01816","KCTD13","30.0","0","9","0","0.9891661027336917","false","0","KCTD13","523184","0.18219461697722567"
"4.936577490774908","2.340023647848295E-4","0.20256949310908667","0.0","3","10",,"false","","",,"ZMYND19","6.333333333333333","0","3","0","0.9863786245993948","false","0","ZMYND19","269838","0.3333333333333333"
