"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","GeneID","GeneSymbol","HT_Pvalue","IsSingleNode","known_HT_gene","Known_MS_gene","MS_Pvalue","name","NeighborhoodConnectivity","Node Class","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"4.159437280187573","1.022846893896453E-5","0.24041713641488163","0.0","2","8","115817","","0.001055","false","","","0.276","DHRS1","16.5","Dispensable","0","2","0","0.9741029731132166","false","0","DHRS1","474","0.5961538461538461"
"4.007620164126612","0.0010319383684467853","0.24952464531227145","0.3333333333333333","6","8","1271","",,"false","","",,"CNTFR","12.5","Neutral","0","6","0","0.9753473757038803","false","0","CNTFR","16762","0.2062146892655367"
"3.58968347010551","3.362238618031908E-4","0.27857609405617245","0.16666666666666666","4","7","4666","","0.161","false","","","0.685","NACA","45.25","Indispensable","0","4","0","0.9787730863106106","false","0","NACA","7878","0.28503184713375795"
"3.5128956623681127","0.0021386021954816377","0.284665443016853","0.10256410256410256","13","7","4171","",,"false","","",,"MCM2","18.692307692307693","Neutral","0","13","0","0.9794024945707532","false","0","MCM2","51064","0.10661268556005399"
"3.771395076201641","2.3110069470845733E-4","0.26515387006527824","0.3","5","8","79718","","0.507","false","","","0.541","TBL1XR1","17.8","Dispensable","0","5","0","0.97728364691638","false","0","TBL1XR1","5564","0.24507042253521127"
"4.753810082063306","0.0","0.21035758323057954","0.0","1","8","81029","",,"false","","",,"WNT5B","22.0","Dispensable","0","1","0","0.9692310649011204","false","0","WNT5B","0","0.0"
"3.9730363423212194","0.0","0.25169666568309235","1.0","2","7","6618","",,"false","","",,"SNAPC2","46.5","Dispensable","0","2","0","0.9756308496531048","false","0","SNAPC2","0","0.5224719101123596"
"3.4566236811254396","3.105522255552277E-4","0.2892996438867221","0.0","3","6","10771","",,"false","","",,"ZMYND11","66.33333333333333","Dispensable","0","3","0","0.979863740318644","false","0","ZMYND11","12434","0.35125448028673834"
"2.9695193434935523","0.0071073474350309826","0.33675483616265295","0.11594202898550725","24","6","5717","","0.882","false","","","0.514","PSMD11","33.916666666666664","Neutral","0","24","0","0.9838563988238233","false","0","PSMD11","263932","0.07520553064275037"
"4.107854630715123","3.087867844876362E-4","0.2434360730593607","0.0","2","8","23208","",,"false","","",,"SYT11","19.5","Dispensable","0","2","0","0.9745257817154498","false","0","SYT11","4432","0.5"
"4.753810082063306","0.0","0.21035758323057954","0.0","1","8","493861","",,"false","","",,"EID3","22.0","Dispensable","0","1","0","0.9692310649011204","false","0","EID3","0","0.0"
"3.963657678780774","2.693250450380288E-4","0.2522922212363206","0.0","2","7","9572","","0.755","false","","","0.05653","NR1D1","27.5","Neutral","0","2","0","0.9757077239444198","false","0","NR1D1","4230","0.5"
"4.272567409144197","3.2938969225297605E-4","0.23405131019344216","0.0","2","8","113655","",,"false","","",,"MFSD3","19.5","Dispensable","0","2","0","0.9731756769742279","false","0","MFSD3","4054","0.5"
"3.101992966002345","0.004423897193204198","0.3223733938019652","0.11688311688311688","22","6","1019","","0.277","false","","","1.0E-6","CDK4","26.545454545454547","Indispensable","0","22","0","0.9827705494589972","false","0","CDK4","146578","0.08304745568896513"
"3.823563892145369","0.0","0.2615361030200828","1.0","4","7","8439","","0.00599","false","","","0.149","NSMAF","32.75","Dispensable","0","4","0","0.9768560336709395","false","0","NSMAF","0","0.4746376811594203"
"3.052754982415006","0.007530850440014036","0.32757296466973884","0.14513788098693758","53","6","9020","",,"false","","",,"MAP3K14","24.641509433962263","Indispensable","0","53","0","0.9831741394884016","false","0","MAP3K14","289108","0.06219250059708622"
"4.371629542790153","0.0","0.22874765352641457","0.0","1","8","2277","",,"false","","",,"FIGF","22.0","Neutral","0","1","0","0.9723636922722119","false","0","FIGF","0","0.0"
"3.5263774912075028","0.0012618500678459794","0.2835771276595745","0.07142857142857142","8","7","8751","",,"false","","",,"ADAM15","32.125","Neutral","0","8","0","0.9792919877769877","false","0","ADAM15","33778","0.22661870503597123"
"3.2039859320046893","0.0025180133446721553","0.31211123307720456","0.11587301587301588","36","6","29110","",,"false","","",,"TBK1","25.22222222222222","Indispensable","0","36","0","0.9819345415409452","false","0","TBK1","152574","0.08688965782391388"
"3.2889800703399765","0.0010353688586282686","0.30404562466583496","0.12121212121212122","12","6","6622","","0.118","false","","","0.113","SNCA","32.75","Indispensable","0","12","0","0.9812378682759019","false","0","SNCA","46246","0.12067901234567902"
"3.4091441969519343","4.56958852841824E-4","0.29332874828060523","0.13333333333333333","6","7","6047","","0.886","false","","","0.753","RNF4","38.333333333333336","Indispensable","0","6","0","0.9802529164184268","false","0","RNF4","14650","0.20320855614973263"
"4.085580304806565","8.975470727403867E-6","0.24476327116212337","0.0","2","7","79065","","0.003517","false","","","0.439","ATG9A","13.5","Neutral","0","2","0","0.9747083581573232","false","0","ATG9A","122","0.5"
"3.2403282532239155","0.006439875805226991","0.30861070911722144","0.3333333333333333","9","7","4800","","0.376","false","","","0.441","NFYA","45.44444444444444","Indispensable","0","9","0","0.981636653662099","false","0","NFYA","125350","0.1619047619047619"
"3.41852286049238","8.701007283766661E-4","0.29252400548696844","0.08333333333333333","9","7","572","","0.114","false","","","0.00218","BAD","30.555555555555557","Indispensable","0","9","0","0.9801760421271117","false","0","BAD","24838","0.16161616161616163"
"3.357561547479484","0.0021149333868294667","0.2978351955307263","0.18181818181818182","12","7","8826","","0.556","false","","YES","0.01154","IQGAP1","37.5","Neutral","0","12","0","0.98067572502066","false","0","IQGAP1","59740","0.16518518518518518"
"3.077373974208675","0.0019399800466700472","0.32495238095238094","0.19913419913419914","22","6","3313","","0.276","false","","","0.313","HSPA9","52.09090909090909","Neutral","0","22","0","0.9829723444736994","false","0","HSPA9","118858","0.11838842975206612"
"3.347596717467761","0.0020924657797303852","0.29872176501488357","0.13333333333333333","10","7","3659","","0.37","false","","","0.00359","IRF1","27.1","Neutral","0","10","0","0.9807574039551823","false","0","IRF1","65818","0.1528735632183908"
"3.3182883939038685","8.221489369853646E-4","0.3013601837131249","0.21212121212121213","12","7","3702","","0.676","false","","","0.584","ITK","31.0","Indispensable","0","12","0","0.980997636115542","false","0","ITK","30920","0.1437984496124031"
"3.323563892145369","0.0014801088033675111","0.30088183421516757","0.10256410256410256","13","7","3159","","0.481","false","","","0.462","HMGA1","29.76923076923077","Indispensable","0","13","0","0.9809543943266773","false","0","HMGA1","44360","0.12128949888285988"
"3.2215709261430248","0.0017970137094065813","0.3104075691411936","0.22857142857142856","15","6","7128","",,"false","","",,"TNFAIP3","49.06666666666667","Indispensable","0","15","0","0.9817904022447292","false","0","TNFAIP3","76918","0.13764044943820225"
"3.2268464243845254","0.0018260394634620851","0.3099000908265213","0.10476190476190476","15","6","1027","","0.469","false","","","0.517","CDKN1B","30.066666666666666","Indispensable","0","15","0","0.9817471604558646","false","0","CDKN1B","58060","0.09610389610389611"
"3.5087924970691677","4.8357845419665714E-4","0.28499832943534914","0.5333333333333333","6","7","10758","","0.387","false","","","0.579","TRAF3IP2","55.666666666666664","Neutral","0","6","0","0.9794361270732036","false","0","TRAF3IP2","11786","0.2817258883248731"
"3.776084407971864","3.072594346796284E-5","0.26482458863706926","0.3333333333333333","3","7","4076","","0.01109","false","","","0.589","CAPRIN1","23.0","Neutral","0","3","0","0.9772452097707224","false","0","CAPRIN1","1420","0.37158469945355194"
