GeneID	GeneSymbol	Node Class
7535	ZAP70	Neutral
150084	IGSF5	Dispensable
8817	FGF18	Dispensable
29844	TFPT	Neutral
1869	E2F1	Indispensable
3190	HNRNPK	Indispensable
54212	SNTG1	Neutral
8808	IL1RL2	Neutral
6860	SYT4	Neutral
2304	FOXE1	Neutral
6571	SLC18A2	Dispensable
23095	KIF1B	Neutral
7096	TLR1	Neutral
3481	IGF2	Indispensable
2804	GOLGB1	Neutral
83755	KRTAP4-12	Indispensable
4149	MAX	Indispensable
4990	SIX6	Neutral
102	ADAM10	Indispensable
81839	VANGL1	Dispensable
30827	CXXC1	Dispensable
57126	CD177	Dispensable
8673	VAMP8	Dispensable
3827	KNG1	Indispensable
8454	CUL1	Indispensable
4589	MUC7	Neutral
5414	4-Sep	Dispensable
4942	OAT	Neutral
91355	LRP5L	Dispensable
29109	FHOD1	Neutral
5036	PA2G4	Neutral
259	AMBP	Dispensable
5290	PIK3CA	Indispensable
163	AP2B1	Indispensable
10472	ZNF238	Neutral
26292	MYCBP	Neutral
10988	METAP2	Neutral
10772	FUSIP1	Neutral
9726	ZNF646	Dispensable
6731	SRP72	Dispensable
5160	PDHA1	Neutral
7071	KLF10	Neutral
130399	ACVR1C	Neutral
7447	VSNL1	Neutral
8022	LHX3	Neutral
5629	PROX1	Neutral
51567	TTRAP	Dispensable
5447	POR	Dispensable
8399	PLA2G10	Neutral
149428	BNIPL	Dispensable
2770	GNAI1	Indispensable
7775	ZNF232	Dispensable
7288	TULP2	Dispensable
3087	HHEX	Dispensable
6208	RPS14	Dispensable
51747	CROP	Dispensable
55290	BRF2	Neutral
25970	SH2B1	Dispensable
7511	XPNPEP1	Dispensable
886	CCKAR	Neutral
4733	DRG1	Neutral
25900	IFFO1	Neutral
7375	USP4	Neutral
3728	JUP	Indispensable
5440	POLR2K	Neutral
64170	CARD9	Dispensable
7410	VAV2	Indispensable
5562	PRKAA1	Dispensable
22839	DLGAP4	Indispensable
3568	IL5RA	Neutral
84708	LNX1	Indispensable
8227	SFRS17A	Dispensable
11267	SNF8	Dispensable
8408	ULK1	Dispensable
320	APBA1	Neutral
3777	KCNK3	Dispensable
6273	S100A2	Neutral
55504	TNFRSF19	Neutral
5663	PSEN1	Indispensable
9141	PDCD5	Dispensable
80314	EPC1	Dispensable
55249	YY1AP1	Dispensable
23184	MESDC2	Indispensable
811	CALR	Neutral
6184	RPN1	Indispensable
55806	HR	Dispensable
58506	SCAF1	Dispensable
249	ALPL	Dispensable
10724	MGEA5	Neutral
1612	DAPK1	Neutral
819	CAMLG	Indispensable
3680	ITGA9	Neutral
1748	DLX4	Dispensable
858	CAV2	Neutral
9655	SOCS5	Dispensable
50943	FOXP3	Dispensable
8643	PTCH2	Neutral
3768	KCNJ12	Indispensable
10563	CXCL13	Neutral
9948	WDR1	Dispensable
7436	VLDLR	Neutral
164656	TMPRSS6	Dispensable
79169	C1orf35	Dispensable
8289	ARID1A	Dispensable
971	CD72	Indispensable
8087	FXR1	Dispensable
84168	ANTXR1	Dispensable
4781	NFIB	Neutral
5605	MAP2K2	Neutral
6818	SULT1A3	Dispensable
7520	XRCC5	Indispensable
847	CAT	Dispensable
22872	SEC31A	Neutral
24137	KIF4A	Dispensable
3091	HIF1A	Indispensable
1378	CR1	Neutral
23013	SPEN	Neutral
116985	ARAP1	Dispensable
1054	CEBPG	Indispensable
7038	TG	Neutral
2821	GPI	Neutral
2101	ESRRA	Indispensable
51361	HOOK1	Neutral
64754	SMYD3	Neutral
9457	FHL5	Neutral
161742	SPRED1	Dispensable
112858	TP53RK	Dispensable
9787	DLGAP5	Dispensable
6768	ST14	Neutral
9230	RAB11B	Neutral
10397	NDRG1	Dispensable
7389	UROD	Dispensable
7579	ZSCAN20	Dispensable
2495	FTH1	Neutral
4908	NTF3	Neutral
2322	FLT3	Indispensable
9372	ZFYVE9	Indispensable
10528	NOP56	Neutral
4179	CD46	Neutral
10902	BRD8	Neutral
9340	GLP2R	Dispensable
6801	STRN	Dispensable
4778	NFE2	Neutral
5481	PPID	Neutral
5899	RALB	Neutral
5355	PLP2	Neutral
10628	TXNIP	Neutral
377	ARF3	Neutral
9306	SOCS6	Indispensable
7267	TTC3	Dispensable
2050	EPHB4	Neutral
22888	UBOX5	Dispensable
602	BCL3	Dispensable
54106	TLR9	Neutral
3815	KIT	Neutral
1787	TRDMT1	Dispensable
6547	SLC8A3	Dispensable
22796	COG2	Neutral
3579	IL8RB	Neutral
5110	PCMT1	Dispensable
22883	CLSTN1	Indispensable
7417	VDAC2	Dispensable
701	BUB1B	Indispensable
5884	RAD17	Neutral
3710	ITPR3	Neutral
6251	RSU1	Neutral
23085	ERC1	Dispensable
3630	INS	Indispensable
55004	C11orf59	Dispensable
6622	SNCA	Indispensable
55139	ANKZF1	Dispensable
8427	ZNF282	Neutral
22806	IKZF3	Neutral
112398	EGLN2	Neutral
2074	ERCC6	Neutral
2539	G6PD	Dispensable
2547	XRCC6	Indispensable
2779	GNAT1	Indispensable
84331	C16orf14	Dispensable
27156	RTDR1	Dispensable
4281	MID1	Neutral
2139	EYA2	Neutral
85439	STON2	Dispensable
5573	PRKAR1A	Indispensable
6396	SEC13	Neutral
2255	FGF10	Dispensable
1756	DMD	Indispensable
1636	ACE	Neutral
150421	150421	Dispensable
10763	NES	Dispensable
10314	LANCL1	Neutral
338	APOB	Neutral
9252	RPS6KA5	Indispensable
576	BAI2	Neutral
3105	HLA-A	Indispensable
5478	PPIA	Neutral
9793	CKAP5	Dispensable
55257	C20orf20	Neutral
738	C11orf2	Dispensable
26959	HBP1	Dispensable
140612	ZFP28	Neutral
84812	PLCD4	Dispensable
4833	NME4	Dispensable
10138	YAF2	Indispensable
623	BDKRB1	Dispensable
54206	ERRFI1	Dispensable
4091	SMAD6	Neutral
2956	MSH6	Dispensable
9439	MED23	Indispensable
4502	MT2A	Dispensable
84256	FLYWCH1	Dispensable
328	APEX1	Neutral
92105	INTS4	Neutral
9568	GABBR2	Neutral
10241	CALCOCO2	Indispensable
9025	RNF8	Neutral
7525	YES1	Neutral
7347	UCHL3	Dispensable
4014	LOR	Dispensable
266743	NPAS4	Neutral
4803	NGF	Dispensable
79696	FAM164C	Dispensable
51654	CDK5RAP1	Indispensable
3745	KCNB1	Dispensable
7078	TIMP3	Neutral
8425	LTBP4	Dispensable
997	CDC34	Indispensable
7015	TERT	Neutral
5001	ORC5L	Dispensable
6840	SVIL	Dispensable
3394	IRF8	Indispensable
11040	PIM2	Dispensable
608	TNFRSF17	Dispensable
23367	LARP1	Dispensable
9833	MELK	Indispensable
1649	DDIT3	Indispensable
1234	CCR5	Indispensable
5731	PTGER1	Indispensable
7994	MYST3	Neutral
23649	POLA2	Indispensable
4535	ND1	Neutral
22993	HMGXB3	Neutral
54810	GIPC2	Dispensable
10961	ERP29	Dispensable
81631	MAP1LC3B	Indispensable
2152	F3	Neutral
2862	MLNR	Neutral
10572	SIVA1	Neutral
7138	TNNT1	Indispensable
23031	MAST3	Dispensable
342371	ATXN1L	Indispensable
6504	SLAMF1	Dispensable
6935	ZEB1	Dispensable
7293	TNFRSF4	Indispensable
163081	ZNF567	Dispensable
25820	ARIH1	Neutral
5008	OSM	Neutral
10522	DEAF1	Neutral
8935	SKAP2	Neutral
4690	NCK1	Neutral
7428	VHL	Indispensable
140890	SFRS12	Indispensable
397	ARHGDIB	Neutral
9379	NRXN2	Neutral
2934	GSN	Indispensable
51176	LEF1	Indispensable
5757	PTMA	Indispensable
3009	HIST1H1B	Dispensable
2185	PTK2B	Indispensable
10692	RRH	Dispensable
1191	CLU	Indispensable
823	CAPN1	Indispensable
171017	ZNF384	Neutral
6360	CCL16	Neutral
4659	PPP1R12A	Neutral
64689	GORASP1	Neutral
26272	FBXO4	Dispensable
64840	PORCN	Neutral
51035	UBXN1	Dispensable
55621	TRMT1	Dispensable
4666	NACA	Indispensable
771	CA12	Neutral
53904	MYO3A	Dispensable
148223	C19orf25	Neutral
5697	PYY	Neutral
9159	PCSK7	Neutral
29924	EPN1	Dispensable
401	PHOX2A	Dispensable
186	AGTR2	Neutral
7270	TTF1	Neutral
1797	DOM3Z	Indispensable
3039	HBA1	Neutral
6696	SPP1	Neutral
6495	SIX1	Neutral
6940	ZNF354A	Dispensable
11189	TNRC4	Neutral
3000	GUCY2D	Indispensable
30846	EHD2	Dispensable
6432	SFRS7	Neutral
50852	TRAT1	Dispensable
915	CD3D	Neutral
6492	SIM1	Dispensable
9370	ADIPOQ	Neutral
51317	PHF21A	Neutral
7918	BAT4	Dispensable
4037	LRP3	Neutral
51171	HSD17B14	Dispensable
6811	STX5	Neutral
7471	WNT1	Indispensable
2060	EPS15	Indispensable
3561	IL2RG	Indispensable
54556	ING3	Dispensable
9672	SDC3	Neutral
6857	SYT1	Indispensable
7001	PRDX2	Dispensable
114822	RHPN1	Dispensable
2904	GRIN2B	Neutral
11075	STMN2	Indispensable
3643	INSR	Indispensable
5325	PLAGL1	Dispensable
25839	COG4	Indispensable
2195	FAT1	Neutral
6478	SIAH2	Neutral
5202	PFDN2	Neutral
6329	SCN4A	Dispensable
54874	FNBP1L	Neutral
3718	JAK3	Neutral
1812	DRD1	Neutral
27243	CHMP2A	Indispensable
26128	KIAA1279	Indispensable
2475	FRAP1	Neutral
1875	E2F5	Dispensable
79885	HDAC11	Dispensable
5087	PBX1	Indispensable
1673	DEFB4	Neutral
9737	GPRASP1	Indispensable
29079	MED4	Neutral
4084	MXD1	Indispensable
963	CD53	Neutral
85477	SCIN	Neutral
57862	ZNF410	Dispensable
5582	PRKCG	Neutral
23254	RP1-21O18.1	Dispensable
6340	SCNN1G	Dispensable
84733	CBX2	Neutral
8503	PIK3R3	Indispensable
6367	CCL22	Dispensable
5627	PROS1	Neutral
23474	ETHE1	Dispensable
22929	SEPHS1	Dispensable
5957	RCVRN	Neutral
121506	ERP27	Neutral
2697	GJA1	Dispensable
6423	SFRP2	Dispensable
84108	PCGF6	Neutral
53826	FXYD6	Neutral
5451	POU2F1	Indispensable
23352	UBR4	Neutral
9403	15-Sep	Dispensable
55509	BATF3	Neutral
64375	IKZF4	Neutral
11234	HPS5	Dispensable
6778	STAT6	Indispensable
6001	RGS10	Dispensable
23237	ARC	Dispensable
96764	TGS1	Dispensable
5594	MAPK1	Indispensable
3805	KIR2DL4	Neutral
2675	GFRA2	Neutral
22934	RPIA	Dispensable
84445	LZTS2	Neutral
8266	UBL4A	Dispensable
8715	NOL4	Dispensable
9320	TRIP12	Dispensable
23555	TSPAN15	Dispensable
152503	SH3D19	Neutral
257218	SHPRH	Dispensable
11113	CIT	Dispensable
4142	MAS1	Dispensable
57410	SCYL1	Neutral
10673	TNFSF13B	Dispensable
11186	RASSF1	Indispensable
1287	COL4A5	Neutral
55729	ATF7IP	Indispensable
4650	MYO9B	Neutral
54462	KIAA1128	Neutral
55068	ENOX1	Indispensable
654	BMP6	Neutral
10042	HMGXB4	Dispensable
79187	FSD1	Dispensable
116113	FOXP4	Dispensable
7153	TOP2A	Neutral
26056	RAB11FIP5	Neutral
2261	FGFR3	Indispensable
22900	CARD8	Dispensable
11033	ADAP1	Neutral
283	ANG	Neutral
9014	TAF1B	Neutral
156	ADRBK1	Indispensable
27033	ZBTB32	Neutral
9555	H2AFY	Neutral
22894	DIS3	Neutral
55285	RBM41	Dispensable
7150	TOP1	Indispensable
23135	JMJD3	Dispensable
7040	TGFB1	Neutral
9868	TOMM70A	Neutral
9318	COPS2	Neutral
79718	TBL1XR1	Dispensable
55269	PSPC1	Dispensable
864	RUNX3	Neutral
2913	GRM3	Neutral
64326	RFWD2	Neutral
10910	SUGT1	Dispensable
23075	SWAP70	Neutral
5985	RFC5	Neutral
1896	EDA	Indispensable
2895	GRID2	Neutral
196	AHR	Neutral
4745	NELL1	Dispensable
4817	NIT1	Dispensable
51552	RAB14	Dispensable
26061	HACL1	Dispensable
22861	NLRP1	Neutral
3816	KLK1	Dispensable
118	ADD1	Neutral
8516	ITGA8	Neutral
1674	DES	Neutral
26232	FBXO2	Dispensable
5862	RAB2A	Neutral
6638	SNRPN	Dispensable
8761	PABPC4	Neutral
58533	SNX6	Neutral
805	CALM2	Indispensable
1020	CDK5	Indispensable
145258	GSC	Dispensable
6002	RGS12	Indispensable
55867	SLC22A11	Dispensable
5707	PSMD1	Neutral
4068	SH2D1A	Neutral
10783	NEK6	Dispensable
8499	PPFIA2	Neutral
9478	CABP1	Neutral
6429	SFRS4	Indispensable
58525	WIZ	Neutral
2395	FXN	Dispensable
91653	BOC	Dispensable
1021	CDK6	Indispensable
5094	PCBP2	Neutral
8514	KCNAB2	Dispensable
55823	VPS11	Neutral
6595	SMARCA2	Indispensable
934	934	Neutral
4212	MEIS2	Neutral
8905	AP1S2	Dispensable
5797	PTPRM	Neutral
5990	RFX2	Indispensable
4035	LRP1	Indispensable
3537	IGLC1	Dispensable
4821	NKX2-2	Neutral
948	CD36	Neutral
5955	RCN2	Dispensable
2160	F11	Neutral
8239	USP9X	Neutral
3785	KCNQ2	Dispensable
8089	YEATS4	Neutral
6827	SUPT4H1	Neutral
1398	CRK	Indispensable
226	ALDOA	Dispensable
4296	MAP3K11	Neutral
527	ATP6V0C	Dispensable
4982	TNFRSF11B	Neutral
1870	E2F2	Neutral
3229	HOXC13	Dispensable
5214	PFKP	Dispensable
6749	SSRP1	Indispensable
22918	CD93	Indispensable
57634	EP400	Neutral
4513	COX2	Dispensable
4794	NFKBIE	Neutral
10657	KHDRBS1	Indispensable
29888	STRN4	Indispensable
3276	PRMT1	Indispensable
10461	MERTK	Neutral
1999	ELF3	Dispensable
22895	RPH3A	Neutral
10019	SH2B3	Dispensable
6494	SIPA1	Neutral
3632	INPP5A	Neutral
92285	ZNF585B	Dispensable
1152	CKB	Dispensable
4684	NCAM1	Indispensable
6812	STXBP1	Indispensable
7786	MAP3K12	Neutral
29967	LRP12	Neutral
2046	EPHA8	Neutral
64843	ISL2	Dispensable
8682	PEA15	Neutral
2967	GTF2H3	Neutral
170959	ZNF431	Dispensable
91522	COL23A1	Dispensable
4860	NP	Indispensable
2117	ETV3	Dispensable
7110	TMF1	Neutral
23270	TSPYL4	Dispensable
79101	TAF1D	Neutral
10203	CALCRL	Neutral
6604	SMARCD3	Dispensable
6262	RYR2	Dispensable
715	C1R	Neutral
3615	IMPDH2	Dispensable
2201	FBN2	Neutral
9139	CBFA2T2	Indispensable
4232	MEST	Indispensable
59343	SENP2	Dispensable
3069	HDLBP	Neutral
55617	TASP1	Dispensable
10249	GLYAT	Dispensable
2957	GTF2A1	Neutral
1845	DUSP3	Neutral
1445	CSK	Indispensable
1025	CDK9	Indispensable
84651	SPINK7	Neutral
4692	NDN	Neutral
8481	OFD1	Dispensable
8291	DYSF	Dispensable
26168	SENP3	Dispensable
11135	CDC42EP1	Dispensable
112869	CCDC101	Dispensable
79039	DDX54	Dispensable
1466	CSRP2	Neutral
10466	COG5	Neutral
10383	TUBB2C	Dispensable
55643	BTBD2	Neutral
720	C4A	Neutral
348487	FAM131C	Neutral
10096	ACTR3	Neutral
4627	MYH9	Neutral
10278	EFS	Neutral
8411	EEA1	Neutral
6297	SALL2	Neutral
4168	MCF2	Neutral
113174	SAAL1	Neutral
23136	EPB41L3	Neutral
2811	GP1BA	Neutral
6672	SP100	Neutral
7586	ZKSCAN1	Dispensable
4901	NRL	Neutral
6348	CCL3	Dispensable
8906	AP1G2	Neutral
1386	ATF2	Indispensable
84967	LSM10	Neutral
8883	NAE1	Dispensable
10369	CACNG2	Neutral
1536	CYBB	Neutral
25920	COBRA1	Dispensable
7851	MALL	Dispensable
2617	GARS	Neutral
84722	PSRC1	Dispensable
10438	C1D	Dispensable
23256	SCFD1	Dispensable
23224	SYNE2	Dispensable
3956	LGALS1	Neutral
3301	DNAJA1	Neutral
8220	DGCR14	Dispensable
54331	GNG2	Neutral
9369	NRXN3	Neutral
6873	TAF2	Neutral
8660	IRS2	Neutral
26298	EHF	Neutral
26037	SIPA1L1	Dispensable
10272	FSTL3	Neutral
57333	RCN3	Neutral
5863	RGL2	Dispensable
1628	DBP	Neutral
9575	CLOCK	Neutral
79184	BRCC3	Dispensable
9173	IL1RL1	Neutral
6011	GRK1	Neutral
3219	HOXB9	Neutral
10672	GNA13	Indispensable
3911	LAMA5	Neutral
8161	COIL	Indispensable
9076	CLDN1	Neutral
6473	SHOX	Dispensable
81890	QTRT1	Neutral
22906	TRAK1	Dispensable
2923	PDIA3	Indispensable
9586	CREB5	Dispensable
8553	BHLHE40	Neutral
2950	GSTP1	Dispensable
3212	HOXB2	Indispensable
914	CD2	Indispensable
100	ADA	Dispensable
9702	CEP57	Dispensable
1439	CSF2RB	Indispensable
55813	UTP6	Dispensable
3654	IRAK1	Indispensable
11108	PRDM4	Dispensable
8751	ADAM15	Neutral
5600	MAPK11	Indispensable
3642	INSM1	Neutral
4646	MYO6	Neutral
1407	CRY1	Neutral
2829	XCR1	Neutral
5170	PDPK1	Indispensable
7738	ZNF184	Dispensable
5289	PIK3C3	Dispensable
6166	RPL36AL	Dispensable
7355	SLC35A2	Dispensable
4760	NEUROD1	Indispensable
4855	NOTCH4	Neutral
10399	GNB2L1	Indispensable
5710	PSMD4	Indispensable
4898	NRD1	Indispensable
10212	DDX39	Indispensable
23450	SF3B3	Neutral
6117	RPA1	Neutral
5788	PTPRC	Neutral
114034	TOE1	Dispensable
694	BTG1	Dispensable
8339	HIST1H2BG	Neutral
9817	KEAP1	Neutral
5426	POLE	Dispensable
1103	CHAT	Dispensable
10128	LRPPRC	Dispensable
5371	PML	Indispensable
414062	CCL3L3	Dispensable
140735	DYNLL2	Indispensable
6357	CCL13	Neutral
2244	FGB	Neutral
3148	HMGB2	Indispensable
92822	ZNF276	Neutral
55811	ADCY10	Neutral
7201	TRHR	Neutral
51127	TRIM17	Neutral
7064	THOP1	Dispensable
11216	AKAP10	Indispensable
64753	CCDC136	Dispensable
8174	MADCAM1	Dispensable
5449	POU1F1	Neutral
50810	HDGFRP3	Dispensable
10055	SAE1	Dispensable
9294	S1PR2	Dispensable
6382	SDC1	Neutral
6745	SSR1	Dispensable
5111	PCNA	Indispensable
8320	EOMES	Dispensable
51193	ZNF639	Dispensable
5296	PIK3R2	Indispensable
200081	TXLNA	Dispensable
11221	DUSP10	Neutral
54458	PRR13	Dispensable
4868	NPHS1	Neutral
5303	PIN4	Dispensable
55558	PLXNA3	Dispensable
55749	CCAR1	Dispensable
3621	ING1	Neutral
90861	HN1L	Neutral
79364	ZXDC	Neutral
57326	PBXIP1	Dispensable
9874	TLK1	Dispensable
9442	MED27	Neutral
8612	PPAP2C	Dispensable
7430	EZR	Indispensable
5653	KLK6	Neutral
4041	LRP5	Neutral
672	BRCA1	Indispensable
8575	PRKRA	Neutral
7644	ZNF91	Dispensable
8675	STX16	Dispensable
10485	C1orf61	Neutral
51043	ZBTB7B	Dispensable
983	CDC2	Indispensable
9969	MED13	Neutral
3806	KIR2DS1	Dispensable
3689	ITGB2	Indispensable
56956	LHX9	Neutral
5540	PPYR1	Dispensable
7132	TNFRSF1A	Indispensable
7251	TSG101	Indispensable
1746	DLX2	Neutral
54464	XRN1	Indispensable
7224	TRPC5	Dispensable
134391	GPR151	Dispensable
84232	MAF1	Neutral
93474	ZNF670	Dispensable
3356	HTR2A	Neutral
4300	MLLT3	Neutral
92421	CHMP4C	Neutral
2167	FABP4	Dispensable
2275	FHL3	Indispensable
8216	LZTR1	Dispensable
4004	LMO1	Neutral
8859	STK19	Dispensable
9482	STX8	Indispensable
51003	MED31	Indispensable
55680	RUFY2	Dispensable
8538	BARX2	Dispensable
29127	RACGAP1	Dispensable
26047	CNTNAP2	Indispensable
5532	PPP3CB	Neutral
51070	NOSIP	Dispensable
10062	NR1H3	Neutral
8809	IL18R1	Neutral
10228	STX6	Neutral
10060	ABCC9	Neutral
5925	RB1	Indispensable
56952	PRTFDC1	Dispensable
7257	TSNAX	Indispensable
3480	IGF1R	Indispensable
10505	SEMA4F	Dispensable
6925	TCF4	Neutral
5062	PAK2	Neutral
24142	NAT6	Neutral
10379	IRF9	Neutral
8914	TIMELESS	Neutral
8725	C19orf2	Neutral
57111	RAB25	Indispensable
664	BNIP3	Neutral
170463	SSBP4	Dispensable
8788	DLK1	Neutral
23309	SIN3B	Neutral
2264	FGFR4	Neutral
8738	CRADD	Neutral
79092	CARD14	Dispensable
10072	DPP3	Dispensable
3845	KRAS	Indispensable
55697	VAC14	Dispensable
6606	SMN1	Indispensable
9095	TBX19	Dispensable
9261	MAPKAPK2	Neutral
6314	ATXN7	Neutral
2803	GOLGA4	Neutral
5819	PVRL2	Neutral
3679	ITGA7	Neutral
7979	SHFM1	Dispensable
651	BMP3	Dispensable
176	ACAN	Dispensable
64386	MMP25	Dispensable
947	CD34	Dispensable
2810	SFN	Indispensable
55905	RNF114	Neutral
5071	PARK2	Neutral
920	CD4	Neutral
2305	FOXM1	Dispensable
3758	KCNJ1	Neutral
58487	CREBZF	Neutral
161882	ZFPM1	Neutral
51079	NDUFA13	Neutral
51150	SDF4	Dispensable
6135	RPL11	Dispensable
64400	AKTIP	Neutral
4193	MDM2	Indispensable
5336	PLCG2	Indispensable
22859	LPHN1	Neutral
2107	ETF1	Indispensable
27321	TNRC17	Neutral
7326	UBE2G1	Dispensable
11151	CORO1A	Neutral
6326	SCN2A	Neutral
1856	DVL2	Indispensable
90417	C15orf23	Neutral
8820	HESX1	Dispensable
84141	FAM176A	Dispensable
4155	MBP	Indispensable
10324	KBTBD10	Neutral
2357	FPR1	Neutral
394	ARHGAP5	Neutral
5068	REG3A	Neutral
9129	PRPF3	Indispensable
10907	TXNL4A	Neutral
54431	DNAJC10	Dispensable
3938	LCT	Dispensable
50	ACO2	Dispensable
5903	RANBP2	Indispensable
59350	RXFP1	Neutral
29974	A1CF	Neutral
51490	C9orf114	Dispensable
10773	ZBTB6	Dispensable
54921	CTF8	Dispensable
4318	MMP9	Neutral
9150	CTDP1	Indispensable
1236	CCR7	Neutral
10250	SRRM1	Indispensable
11016	ATF7	Neutral
9402	GRAP2	Indispensable
10865	ARID5A	Dispensable
55201	MAP1S	Dispensable
2566	GABRG2	Indispensable
5493	PPL	Indispensable
6406	SEMG1	Dispensable
23062	GGA2	Neutral
284217	LAMA1	Indispensable
150483	TEKT4	Dispensable
1039	CDR2	Dispensable
5015	OTX2	Dispensable
1815	DRD4	Neutral
7037	TFRC	Neutral
3662	IRF4	Indispensable
4130	MAP1A	Neutral
687	KLF9	Neutral
3320	HSP90AA1	Indispensable
8332	HIST1H2AL	Dispensable
10900	RUNDC3A	Dispensable
9610	RIN1	Dispensable
3161	HMMR	Dispensable
5824	PEX19	Neutral
9229	DLGAP1	Indispensable
29110	TBK1	Indispensable
5692	PSMB4	Dispensable
5872	RAB13	Dispensable
6643	SNX2	Neutral
9647	PPM1F	Indispensable
9205	ZMYM5	Neutral
10742	RAI2	Dispensable
5465	PPARA	Indispensable
826	CAPNS1	Indispensable
79096	C11orf49	Neutral
79866	C13orf34	Dispensable
2494	NR5A2	Neutral
10549	PRDX4	Neutral
5467	PPARD	Indispensable
5265	SERPINA1	Neutral
7849	PAX8	Neutral
116225	ZMYND19	Indispensable
7030	TFE3	Indispensable
6418	SET	Indispensable
84700	MYO18B	Dispensable
112483	SAT2	Dispensable
2653	GCSH	Dispensable
5883	RAD9A	Dispensable
84838	ZNF496	Neutral
9410	SNRNP40	Dispensable
29990	PILRB	Dispensable
5356	PLRG1	Neutral
6890	TAP1	Neutral
4194	MDM4	Dispensable
2625	GATA3	Neutral
3400	ID4	Dispensable
4090	SMAD5	Indispensable
10001	MED6	Neutral
730	C7	Dispensable
51366	UBR5	Dispensable
8428	STK24	Neutral
23413	FREQ	Indispensable
921	CD5	Indispensable
22999	RIMS1	Neutral
3631	INPP4A	Dispensable
6399	TRAPPC2	Dispensable
994	CDC25B	Neutral
56917	MEIS3	Neutral
9662	CEP135	Dispensable
29993	PACSIN1	Neutral
5360	PLTP	Dispensable
1786	DNMT1	Dispensable
22882	ZHX2	Indispensable
285220	EPHA6	Neutral
80228	ORAI2	Dispensable
2788	GNG7	Neutral
2140	EYA3	Neutral
6924	TCEB3	Neutral
1523	CUX1	Indispensable
84224	NBPF3	Neutral
5613	PRKX	Dispensable
6405	SEMA3F	Dispensable
93	ACVR2B	Neutral
60485	SAV1	Dispensable
84958	SYTL1	Neutral
7763	ZFAND5	Neutral
3055	HCK	Indispensable
6546	SLC8A1	Dispensable
23704	KCNE4	Dispensable
374	AREG	Dispensable
429	ASCL1	Indispensable
3688	ITGB1	Indispensable
3097	HIVEP2	Neutral
3767	KCNJ11	Neutral
57820	CCNB1IP1	Dispensable
4049	LTA	Neutral
409	ARRB2	Indispensable
90850	ZNF598	Indispensable
55884	WSB2	Dispensable
283234	CCDC88B	Neutral
7137	TNNI3	Neutral
9620	CELSR1	Dispensable
1958	EGR1	Neutral
64061	TSPYL2	Dispensable
9026	HIP1R	Neutral
585	BBS4	Dispensable
9569	GTF2IRD1	Neutral
1392	CRH	Dispensable
4633	MYL2	Neutral
64745	METT11D1	Dispensable
1080	CFTR	Neutral
58160	NF-E4	Dispensable
2819	GPD1	Neutral
8837	CFLAR	Neutral
51564	HDAC7	Dispensable
4653	MYOC	Indispensable
56944	OLFML3	Neutral
6653	SORL1	Neutral
51330	TNFRSF12A	Neutral
2771	GNAI2	Indispensable
55258	THNSL2	Dispensable
9699	RIMS2	Neutral
2057	EPOR	Neutral
84273	C4orf14	Indispensable
154313	C6orf165	Indispensable
23176	8-Sep	Indispensable
1635	DCTD	Dispensable
1237	CCR8	Neutral
114800	CCDC85A	Dispensable
10567	RABAC1	Indispensable
5315	PKM2	Neutral
10640	EXOC5	Dispensable
5089	PBX2	Indispensable
29780	PARVB	Dispensable
9792	SERTAD2	Neutral
10169	SERF2	Dispensable
5000	ORC4L	Neutral
56937	PMEPA1	Dispensable
6861	SYT5	Neutral
23140	ZZEF1	Dispensable
80124	VCPIP1	Dispensable
5194	PEX13	Dispensable
4929	NR4A2	Neutral
3991	LIPE	Dispensable
7528	YY1	Indispensable
9604	RNF14	Dispensable
6870	TACR3	Dispensable
6517	SLC2A4	Neutral
51566	ARMCX3	Dispensable
80321	CEP70	Indispensable
2840	GPR17	Dispensable
26150	RIBC2	Indispensable
5037	PEBP1	Neutral
1602	DACH1	Neutral
50805	IRX4	Dispensable
83440	ADPGK	Neutral
29911	HOOK2	Indispensable
5156	PDGFRA	Neutral
80174	DBF4B	Dispensable
5341	PLEK	Neutral
9727	RAB11FIP3	Dispensable
1399	CRKL	Indispensable
6464	SHC1	Indispensable
55072	RNF31	Dispensable
26960	NBEA	Dispensable
127833	SYT2	Neutral
871	SERPINH1	Neutral
10576	CCT2	Dispensable
51678	MPP6	Indispensable
53637	S1PR5	Dispensable
5725	PTBP1	Indispensable
2039	EPB49	Neutral
4528	MTIF2	Dispensable
220136	CCDC11	Dispensable
5411	PNN	Indispensable
5178	PEG3	Dispensable
11260	XPOT	Neutral
3363	HTR7	Dispensable
2534	FYN	Indispensable
5525	PPP2R5A	Neutral
79768	C15orf29	Dispensable
6772	STAT1	Indispensable
5500	PPP1CB	Indispensable
64397	ZFP106	Dispensable
1749	DLX5	Neutral
688	KLF5	Neutral
22954	TRIM32	Dispensable
7799	PRDM2	Dispensable
9221	NOLC1	Neutral
6738	TROVE2	Neutral
29068	ZBTB44	Dispensable
64965	MRPS9	Indispensable
10813	UTP14A	Indispensable
8315	BRAP	Dispensable
23163	GGA3	Neutral
2570	GABRR2	Dispensable
6343	SCT	Indispensable
7905	REEP5	Dispensable
10298	PAK4	Neutral
1915	EEF1A1	Indispensable
51804	SIX4	Neutral
7755	ZNF205	Neutral
27289	RND1	Neutral
