GeneID	GeneSymbol	Node Class
3476	IGBP1	Neutral
10391	CORO2B	Dispensable
23557	SNAPIN	Neutral
375790	AGRN	Dispensable
60313	GPBP1L1	Dispensable
916	CD3E	Indispensable
2043	EPHA4	Neutral
9437	NCR1	Neutral
51701	NLK	Neutral
3646	EIF3E	Indispensable
54972	TMEM132A	Dispensable
10013	HDAC6	Indispensable
4857	NOVA1	Dispensable
9815	GIT2	Dispensable
329	BIRC2	Neutral
525	ATP6V1B1	Dispensable
8120	AP3B2	Dispensable
9231	DLG5	Dispensable
27	ABL2	Indispensable
8764	TNFRSF14	Indispensable
1902	LPAR1	Neutral
3909	LAMA3	Neutral
5216	PFN1	Indispensable
2001	ELF5	Neutral
3736	KCNA1	Dispensable
8825	LIN7A	Neutral
3216	HOXB6	Neutral
5901	RAN	Indispensable
3459	IFNGR1	Neutral
2115	ETV1	Neutral
7112	TMPO	Neutral
10291	SF3A1	Dispensable
5796	PTPRK	Neutral
4234	METTL1	Dispensable
6670	SP3	Neutral
3695	ITGB7	Neutral
80205	CHD9	Dispensable
84330	ZNF414	Neutral
3035	HARS	Neutral
59338	PLEKHA1	Dispensable
64100	ELSPBP1	Indispensable
5549	PRELP	Dispensable
58473	PLEKHB1	Dispensable
6009	RHEB	Dispensable
90441	ZNF622	Dispensable
4796	NFKBIL2	Dispensable
4133	MAP2	Neutral
3199	HOXA2	Dispensable
5801	PTPRR	Dispensable
5890	RAD51L1	Neutral
9905	SGSM2	Indispensable
5287	PIK3C2B	Dispensable
60	ACTB	Indispensable
7596	ZNF45	Neutral
1400	CRMP1	Indispensable
5587	PRKD1	Indispensable
7273	TTN	Neutral
6004	RGS16	Indispensable
1388	ATF6B	Neutral
29947	DNMT3L	Neutral
1676	DFFA	Dispensable
3134	HLA-F	Neutral
5245	PHB	Dispensable
3171	FOXA3	Dispensable
5453	POU3F1	Neutral
427	ASAH1	Neutral
10664	CTCF	Neutral
6503	SLA	Neutral
4735	2-Sep	Indispensable
57534	MIB1	Dispensable
59340	HRH4	Neutral
9810	RNF40	Dispensable
2202	EFEMP1	Neutral
650	BMP2	Indispensable
51341	ZBTB7A	Neutral
1154	CISH	Dispensable
23658	LSM5	Neutral
1910	EDNRB	Neutral
4299	AFF1	Neutral
29969	MDFIC	Dispensable
9325	TRIP4	Neutral
23633	KPNA6	Neutral
11092	C9orf9	Dispensable
3608	ILF2	Neutral
7558	7558	Dispensable
84206	MEX3B	Neutral
27102	EIF2AK1	Dispensable
1982	EIF4G2	Neutral
51304	ZDHHC3	Dispensable
5226	PGD	Dispensable
5980	REV3L	Dispensable
9043	SPAG9	Dispensable
84528	RHOXF2	Indispensable
23421	ITGB3BP	Neutral
51082	POLR1D	Dispensable
26508	HEYL	Dispensable
8773	SNAP23	Indispensable
1435	CSF1	Indispensable
9519	TBPL1	Neutral
6569	SLC34A1	Neutral
498	ATP5A1	Dispensable
4145	MATK	Dispensable
5576	PRKAR2A	Indispensable
1487	CTBP1	Indispensable
4311	MME	Neutral
9367	RAB9A	Indispensable
114609	TIRAP	Neutral
4698	NDUFA5	Dispensable
10142	AKAP9	Indispensable
1540	CYLD	Dispensable
2028	ENPEP	Neutral
7360	UGP2	Dispensable
3075	CFH	Indispensable
8655	DYNLL1	Indispensable
1606	DGKA	Neutral
2064	ERBB2	Indispensable
124460	SNX20	Dispensable
78987	CRELD1	Dispensable
5424	POLD1	Neutral
3553	IL1B	Neutral
27043	PELP1	Dispensable
1933	EEF1B2	Neutral
5218	PFTK1	Neutral
4892	NRAP	Neutral
2022	ENG	Neutral
790	CAD	Dispensable
6295	SAG	Dispensable
23317	DNAJC13	Dispensable
5164	PDK2	Indispensable
1122	CHML	Dispensable
23138	N4BP3	Dispensable
3551	IKBKB	Indispensable
6045	RNF2	Indispensable
1053	CEBPE	Indispensable
8074	FGF23	Dispensable
462	SERPINC1	Neutral
23411	SIRT1	Neutral
3852	KRT5	Neutral
6359	CCL15	Dispensable
6923	TCEB2	Neutral
7832	BTG2	Dispensable
114897	C1QTNF1	Neutral
10971	YWHAQ	Indispensable
79084	WDR77	Neutral
8021	NUP214	Neutral
83700	JAM3	Dispensable
3593	IL12B	Indispensable
6656	SOX1	Dispensable
5932	RBBP8	Neutral
3673	ITGA2	Neutral
55165	CEP55	Dispensable
1409	CRYAA	Neutral
10284	SAP18	Neutral
8662	EIF3B	Neutral
22820	COPG	Neutral
293	SLC25A6	Dispensable
51530	ZC3HC1	Dispensable
1272	CNTN1	Indispensable
84433	CARD11	Dispensable
11252	PACSIN2	Dispensable
1663	DDX11	Dispensable
9175	MAP3K13	Neutral
3818	KLKB1	Neutral
2888	GRB14	Neutral
5716	PSMD10	Dispensable
23647	ARFIP2	Neutral
140885	SIRPA	Neutral
10788	IQGAP2	Neutral
3737	KCNA2	Indispensable
3603	IL16	Indispensable
25851	DKFZP434B0335	Dispensable
40	ACCN1	Neutral
310	ANXA7	Indispensable
51205	ACP6	Dispensable
10209	EIF1	Neutral
8458	TTF2	Indispensable
26039	SS18L1	Neutral
10728	PTGES3	Neutral
5626	PROP1	Neutral
10381	TUBB3	Indispensable
7124	TNF	Neutral
4320	MMP11	Neutral
4303	FOXO4	Dispensable
92359	CRB3	Dispensable
7753	ZNF202	Dispensable
267	AMFR	Neutral
2044	EPHA5	Neutral
8038	ADAM12	Neutral
9513	FXR2	Indispensable
1437	CSF2	Neutral
10457	GPNMB	Dispensable
204851	HIPK1	Neutral
9564	BCAR1	Indispensable
6189	RPS3A	Neutral
28955	DEXI	Neutral
7547	ZIC3	Dispensable
6210	RPS15A	Neutral
10944	C11orf58	Neutral
3359	HTR3A	Neutral
1740	DLG2	Indispensable
1600	DAB1	Neutral
9882	TBC1D4	Neutral
9584	RBM39	Dispensable
23077	MYCBP2	Dispensable
5423	POLB	Dispensable
90	ACVR1	Indispensable
27242	TNFRSF21	Neutral
64837	KLC2	Neutral
51380	CSAD	Dispensable
5361	PLXNA1	Neutral
25942	SIN3A	Indispensable
4057	LTF	Neutral
4683	NBN	Dispensable
5891	RAGE	Dispensable
6484	ST3GAL4	Neutral
8554	PIAS1	Indispensable
55611	OTUB1	Dispensable
10073	SNUPN	Neutral
10614	HEXIM1	Neutral
1490	CTGF	Neutral
51676	ASB2	Dispensable
245812	CNPY4	Dispensable
54778	RNF111	Dispensable
63948	DMRTB1	Neutral
11079	RER1	Dispensable
10342	TFG	Neutral
2288	FKBP4	Neutral
11338	U2AF2	Indispensable
4841	NONO	Neutral
23067	SETD1B	Dispensable
55872	PBK	Neutral
842	CASP9	Indispensable
4288	MKI67	Neutral
11218	DDX20	Indispensable
7145	TNS1	Dispensable
2000	ELF4	Neutral
23624	CBLC	Neutral
6498	SKIL	Indispensable
11036	GTF2A1L	Indispensable
11190	CEP250	Dispensable
199	AIF1	Dispensable
23111	SPG20	Dispensable
9779	TBC1D5	Dispensable
11178	LZTS1	Dispensable
10870	HCST	Neutral
5128	PCTK2	Dispensable
51019	CCDC53	Neutral
5789	PTPRD	Neutral
6334	SCN8A	Dispensable
9493	KIF23	Dispensable
23327	NEDD4L	Indispensable
11243	PMF1	Neutral
9532	BAG2	Dispensable
7048	TGFBR2	Indispensable
26958	COPG2	Neutral
2122	EVI1	Dispensable
27036	SIGLEC7	Dispensable
2280	FKBP1A	Indispensable
5581	PRKCE	Indispensable
273	AMPH	Neutral
8626	TP63	Neutral
10137	RBM12	Dispensable
8777	MPDZ	Neutral
1509	CTSD	Neutral
8099	CDK2AP1	Neutral
5631	PRPS1	Dispensable
10426	TUBGCP3	Neutral
29128	UHRF1	Neutral
25842	ASF1A	Indispensable
1936	EEF1D	Indispensable
7089	TLE2	Neutral
6611	SMS	Dispensable
2912	GRM2	Neutral
1325	CORT	Indispensable
1643	DDB2	Dispensable
9498	SLC4A8	Neutral
4277	MICB	Dispensable
79837	PIP4K2C	Indispensable
81488	GRINL1A	Indispensable
6016	RIT1	Indispensable
26999	CYFIP2	Dispensable
23236	PLCB1	Neutral
8175	SF3A2	Neutral
10425	ARIH2	Indispensable
27125	AFF4	Neutral
7097	TLR2	Indispensable
6708	SPTA1	Neutral
53944	CSNK1G1	Neutral
221527	ZBTB12	Dispensable
3488	IGFBP5	Dispensable
4665	NAB2	Dispensable
2935	GSPT1	Indispensable
6949	TCOF1	Neutral
3875	KRT18	Indispensable
6416	MAP2K4	Indispensable
26133	TRPC4AP	Neutral
3659	IRF1	Neutral
196383	RILPL2	Dispensable
1788	DNMT3A	Indispensable
1839	HBEGF	Indispensable
9462	RASAL2	Dispensable
9781	RNF144A	Neutral
6282	S100A11	Dispensable
2186	BPTF	Neutral
9322	TRIP10	Neutral
8359	HIST1H4A	Neutral
8826	IQGAP1	Neutral
23451	SF3B1	Neutral
29789	OLA1	Dispensable
1147	CHUK	Indispensable
23578	23578	Dispensable
2783	GNB2	Dispensable
334	APLP2	Indispensable
64210	MMS19	Dispensable
22992	FBXL11	Dispensable
3902	LAG3	Neutral
55603	FAM46A	Indispensable
57680	CHD8	Dispensable
55715	DOK4	Neutral
1997	ELF1	Neutral
6888	TALDO1	Dispensable
7181	NR2C1	Neutral
1139	CHRNA7	Neutral
5984	RFC4	Neutral
4043	LRPAP1	Neutral
5995	RGR	Neutral
2077	ERF	Dispensable
9698	PUM1	Dispensable
2036	EPB41L1	Neutral
1747	DLX3	Dispensable
115950	ZNF653	Dispensable
8452	CUL3	Neutral
10266	RAMP2	Neutral
5588	PRKCQ	Indispensable
820	CAMP	Indispensable
157285	PRAGMIN	Neutral
30837	SOCS7	Dispensable
10573	MRPL28	Neutral
3716	JAK1	Indispensable
5579	PRKCB	Indispensable
7307	U2AF1	Neutral
41	ACCN2	Dispensable
3014	H2AFX	Indispensable
3084	NRG1	Neutral
2887	GRB10	Neutral
8703	B4GALT3	Dispensable
1453	CSNK1D	Neutral
5454	POU3F2	Neutral
9612	NCOR2	Indispensable
5118	PCOLCE	Neutral
8502	PKP4	Neutral
56652	C10orf2	Neutral
83461	CDCA3	Neutral
4292	MLH1	Indispensable
57562	KIAA1377	Indispensable
23148	NACAD	Neutral
10842	C7orf16	Dispensable
8518	IKBKAP	Indispensable
641	BLM	Dispensable
838	CASP5	Neutral
4734	NEDD4	Neutral
84525	HOPX	Neutral
2664	GDI1	Neutral
2962	GTF2F1	Neutral
8187	ZNF239	Dispensable
6640	SNTA1	Neutral
1121	CHM	Neutral
284119	PTRF	Indispensable
60561	RINT1	Indispensable
4245	MGAT1	Dispensable
11074	TRIM31	Dispensable
10598	AHSA1	Dispensable
6493	SIM2	Dispensable
9087	TMSB4Y	Dispensable
896	CCND3	Indispensable
23678	SGK3	Dispensable
5593	PRKG2	Neutral
26019	UPF2	Indispensable
23208	SYT11	Dispensable
54512	EXOSC4	Indispensable
2903	GRIN2A	Neutral
3672	ITGA1	Neutral
10200	MPHOSPH6	Indispensable
6470	SHMT1	Neutral
6129	RPL7	Neutral
5045	FURIN	Indispensable
3609	ILF3	Indispensable
2786	GNG4	Dispensable
55227	LRRC1	Dispensable
5747	PTK2	Indispensable
220082	SPERT	Dispensable
1672	DEFB1	Neutral
1891	ECH1	Indispensable
9015	TAF1A	Neutral
4924	NUCB1	Neutral
2768	GNA12	Indispensable
10935	PRDX3	Neutral
5203	PFDN4	Neutral
183	AGT	Indispensable
7027	TFDP1	Indispensable
1478	CSTF2	Indispensable
439	ASNA1	Dispensable
8676	STX11	Neutral
54209	TREM2	Dispensable
4839	NOP2	Indispensable
3798	KIF5A	Neutral
84254	CAMKK1	Dispensable
407	ARR3	Indispensable
65264	UBE2Z	Neutral
10629	TAF6L	Dispensable
22807	IKZF2	Neutral
30011	SH3KBP1	Indispensable
6598	SMARCB1	Neutral
22797	TFEC	Dispensable
10382	TUBB4	Dispensable
55110	MAGOHB	Neutral
54680	ZNHIT6	Dispensable
7105	TSPAN6	Dispensable
4790	NFKB1	Indispensable
6717	SRI	Dispensable
54857	GDPD2	Dispensable
9278	ZBTB22	Dispensable
56927	GPR108	Neutral
148	ADRA1A	Neutral
9353	SLIT2	Neutral
6453	ITSN1	Neutral
10159	ATP6AP2	Neutral
84337	ELOF1	Dispensable
7709	ZBTB17	Neutral
79803	HPS6	Neutral
81603	TRIM8	Dispensable
6241	RRM2	Dispensable
2703	GJA8	Dispensable
55869	HDAC8	Neutral
6659	SOX4	Dispensable
4210	MEFV	Neutral
157	ADRBK2	Neutral
4110	MAGEA11	Indispensable
1909	EDNRA	Dispensable
4192	MDK	Neutral
22905	EPN2	Dispensable
2627	GATA6	Neutral
57496	MKL2	Dispensable
3576	IL8	Neutral
1213	CLTC	Indispensable
10084	PQBP1	Indispensable
11273	ATXN2L	Dispensable
81	ACTN4	Indispensable
9411	ARHGAP29	Dispensable
8061	FOSL1	Neutral
6955	TRA@	Indispensable
624	BDKRB2	Neutral
8856	NR1I2	Neutral
388774	388774	Neutral
7433	VIPR1	Neutral
55890	GPRC5C	Neutral
10120	ACTR1B	Dispensable
5190	PEX6	Dispensable
6872	TAF1	Neutral
1990	ELA1	Dispensable
814	CAMK4	Dispensable
23039	XPO7	Dispensable
2492	FSHR	Neutral
79873	NUDT18	Indispensable
123920	CMTM3	Dispensable
5192	PEX10	Dispensable
51744	CD244	Neutral
8888	MCM3AP	Neutral
4927	NUP88	Neutral
6311	ATXN2	Neutral
84817	TXNDC17	Neutral
375484	C5orf25	Dispensable
64425	POLR1E	Indispensable
54973	CPSF3L	Dispensable
4846	NOS3	Neutral
57179	KIAA1191	Dispensable
613	BCR	Indispensable
9184	BUB3	Dispensable
5141	PDE4A	Dispensable
10362	HMG20B	Neutral
23286	WWC1	Neutral
9499	MYOT	Dispensable
952	CD38	Neutral
1071	CETP	Dispensable
4804	NGFR	Neutral
55832	CAND1	Neutral
4331	MNAT1	Indispensable
7248	TSC1	Dispensable
26064	RAI14	Dispensable
7252	TSHB	Dispensable
4158	MC2R	Dispensable
5928	RBBP4	Neutral
9841	ZBTB24	Dispensable
6602	SMARCD1	Neutral
10163	WASF2	Neutral
7223	TRPC4	Neutral
116349	LOC116349	Dispensable
54737	MPHOSPH8	Neutral
5817	PVR	Neutral
54477	PLEKHA5	Dispensable
7919	BAT1	Indispensable
57649	PHF12	Dispensable
23032	USP33	Neutral
9656	MDC1	Dispensable
8729	GBF1	Dispensable
1105	CHD1	Neutral
64769	C1orf149	Dispensable
54471	SMCR7L	Neutral
57617	VPS18	Dispensable
6760	SS18	Neutral
79047	KCTD15	Neutral
79444	BIRC7	Dispensable
10497	UNC13B	Neutral
84446	BRSK1	Neutral
66000	TMEM108	Dispensable
7701	ZNF142	Dispensable
83871	RAB34	Dispensable
55240	STEAP3	Neutral
51074	APIP	Dispensable
26054	SENP6	Dispensable
51692	CPSF3	Dispensable
2149	F2R	Neutral
1830	DSG3	Dispensable
10006	ABI1	Neutral
26152	ZNF337	Neutral
90102	PHLDB2	Dispensable
2241	FER	Dispensable
3060	HCRT	Indispensable
5914	RARA	Indispensable
7411	VBP1	Neutral
5695	PSMB7	Dispensable
55503	TRPV6	Dispensable
7456	WIPF1	Neutral
7163	TPD52	Neutral
6142	RPL18A	Indispensable
11100	HNRNPUL1	Indispensable
55914	ERBB2IP	Indispensable
929	CD14	Neutral
5199	CFP	Dispensable
10890	RAB10	Neutral
7453	WARS	Neutral
80149	ZC3H12A	Dispensable
2554	GABRA1	Neutral
23118	MAP3K7IP2	Neutral
10987	COPS5	Indispensable
2620	GAS2	Dispensable
64109	CRLF2	Dispensable
27131	SNX5	Neutral
6272	SORT1	Neutral
7399	USH2A	Dispensable
2138	EYA1	Neutral
122786	FRMD6	Dispensable
4050	LTB	Indispensable
64949	MRPS26	Dispensable
10093	ARPC4	Neutral
7376	NR1H2	Indispensable
1230	CCR1	Indispensable
4520	MTF1	Dispensable
1917	EEF1A2	Neutral
29117	BRD7	Indispensable
6387	CXCL12	Dispensable
51442	VGLL1	Neutral
79656	BEND5	Neutral
5865	RAB3B	Dispensable
3590	IL11RA	Neutral
1060	CENPC1	Dispensable
3759	KCNJ2	Neutral
6364	CCL20	Dispensable
2104	ESRRG	Neutral
2894	GRID1	Dispensable
116986	AGAP2	Neutral
900	CCNG1	Neutral
10758	TRAF3IP2	Neutral
4221	MEN1	Indispensable
8644	AKR1C3	Dispensable
972	CD74	Dispensable
2526	FUT4	Neutral
473	RERE	Neutral
150684	COMMD1	Dispensable
81576	CCDC130	Neutral
2572	GAD2	Neutral
7802	DNALI1	Dispensable
54469	ZFAND6	Neutral
5608	MAP2K6	Indispensable
6469	SHH	Neutral
4782	NFIC	Indispensable
6428	SFRS3	Indispensable
3420	IDH3B	Neutral
2063	NR2F6	Indispensable
30812	SOX8	Indispensable
55122	AKIRIN2	Dispensable
5130	PCYT1A	Dispensable
79673	ZNF329	Dispensable
10456	HAX1	Neutral
4544	MTNR1B	Neutral
22924	MAPRE3	Dispensable
5684	PSMA3	Indispensable
6261	RYR1	Indispensable
201516	ZSCAN4	Dispensable
8349	HIST2H2BE	Indispensable
4869	NPM1	Indispensable
1488	CTBP2	Indispensable
6361	CCL17	Dispensable
54922	RASIP1	Dispensable
51710	ZNF44	Dispensable
898	CCNE1	Indispensable
3670	ISL1	Indispensable
84152	PPP1R1B	Dispensable
7391	USF1	Indispensable
4316	MMP7	Neutral
2516	NR5A1	Indispensable
5911	RAP2A	Indispensable
3362	HTR6	Dispensable
8907	AP1M1	Indispensable
1408	CRY2	Dispensable
6227	RPS21	Neutral
11193	WBP4	Dispensable
2969	GTF2I	Neutral
4224	MEP1A	Indispensable
55379	LRRC59	Dispensable
23779	ARHGAP8	Neutral
3595	IL12RB2	Neutral
578	BAK1	Neutral
150372	NFAM1	Dispensable
11034	DSTN	Neutral
695	BTK	Indispensable
26022	TMEM98	Neutral
8743	TNFSF10	Dispensable
55644	OSGEP	Indispensable
10204	NUTF2	Dispensable
6553	SLC9A5	Neutral
10168	ZNF197	Dispensable
5148	PDE6G	Neutral
5335	PLCG1	Indispensable
64145	ZFYVE20	Dispensable
1615	DARS	Dispensable
3065	HDAC1	Indispensable
2073	ERCC5	Neutral
861	RUNX1	Indispensable
3706	ITPKA	Neutral
10146	G3BP1	Dispensable
3172	HNF4A	Indispensable
10285	SMNDC1	Dispensable
571	BACH1	Dispensable
6331	SCN5A	Neutral
11213	IRAK3	Dispensable
29950	SERTAD1	Neutral
6091	ROBO1	Neutral
9131	AIFM1	Dispensable
51260	CXorf26	Dispensable
10743	RAI1	Dispensable
7200	TRH	Neutral
282616	IL28A	Dispensable
5715	PSMD9	Dispensable
2290	FOXG1	Indispensable
9276	COPB2	Dispensable
4153	MBL2	Indispensable
1123	CHN1	Dispensable
758	MPPED1	Dispensable
5902	RANBP1	Dispensable
706	TSPO	Dispensable
6351	CCL4	Neutral
14	AAMP	Dispensable
93664	CADPS2	Neutral
4761	NEUROD2	Dispensable
2587	GALR1	Dispensable
5630	PRPH	Neutral
50846	DHH	Dispensable
51124	IER3IP1	Dispensable
2889	RAPGEF1	Dispensable
7867	MAPKAPK3	Neutral
1438	CSF2RA	Neutral
81858	SHARPIN	Dispensable
1903	S1PR3	Dispensable
26073	POLDIP2	Neutral
9585	KIF20B	Dispensable
7045	TGFBI	Neutral
10011	SRA1	Neutral
5213	PFKM	Neutral
7504	XK	Dispensable
4302	MLLT6	Neutral
10273	STUB1	Neutral
3554	IL1R1	Neutral
25928	SOSTDC1	Neutral
9982	FGFBP1	Neutral
10127	ZNF263	Neutral
84289	ING5	Indispensable
27258	LSM3	Neutral
6936	C2orf3	Dispensable
11007	CCDC85B	Indispensable
9191	DEDD	Neutral
27347	STK39	Dispensable
2776	GNAQ	Indispensable
1000	CDH2	Indispensable
9818	NUPL1	Dispensable
43	ACHE	Indispensable
51083	GAL	Indispensable
84440	RAB11FIP4	Neutral
1728	NQO1	Dispensable
9522	SCAMP1	Indispensable
3955	LFNG	Dispensable
5367	PMCH	Indispensable
3763	KCNJ6	Neutral
288	ANK3	Neutral
259197	NCR3	Neutral
9232	PTTG1	Indispensable
119	ADD2	Dispensable
8200	GDF5	Dispensable
9802	DAZAP2	Indispensable
3925	STMN1	Indispensable
10539	GLRX3	Neutral
85021	REPS1	Neutral
10513	APPBP2	Indispensable
5954	RCN1	Dispensable
11063	SOX30	Dispensable
51399	TRAPPC4	Dispensable
430	ASCL2	Dispensable
55145	THAP1	Neutral
8515	ITGA10	Dispensable
2118	ETV4	Dispensable
83931	STK40	Dispensable
415	ARSE	Indispensable
8904	CPNE1	Neutral
6881	TAF10	Indispensable
55023	PHIP	Dispensable
3987	LIMS1	Indispensable
2597	GAPDH	Indispensable
1356	CP	Indispensable
5441	POLR2L	Neutral
8370	HIST2H4A	Indispensable
10782	ZNF274	Dispensable
5208	PFKFB2	Dispensable
79607	FAM118B	Indispensable
8669	EIF3J	Dispensable
6594	SMARCA1	Neutral
6303	SAT1	Indispensable
1871	E2F3	Indispensable
1153	CIRBP	Dispensable
92344	SCYL1BP1	Indispensable
23582	CCNDBP1	Indispensable
1022	CDK7	Indispensable
5861	RAB1A	Indispensable
10014	HDAC5	Indispensable
64599	GIGYF1	Neutral
79930	DOK3	Dispensable
60685	ZFAND3	Dispensable
5515	PPP2CA	Indispensable
57584	ARHGAP21	Dispensable
8517	IKBKG	Indispensable
5991	RFX3	Indispensable
4830	NME1	Indispensable
64770	CCDC14	Dispensable
11157	LSM6	Neutral
114571	SLC22A9	Dispensable
7225	TRPC6	Neutral
3912	LAMB1	Indispensable
6500	SKP1	Indispensable
5553	PRG2	Indispensable
6637	SNRPG	Dispensable
6300	MAPK12	Neutral
9747	FAM115A	Dispensable
1144	CHRND	Neutral
80829	ZFP91	Dispensable
7186	TRAF2	Indispensable
57591	MKL1	Dispensable
6750	SST	Indispensable
91662	NLRP12	Dispensable
10346	TRIM22	Neutral
2047	EPHB1	Neutral
8726	EED	Indispensable
84317	CCDC115	Dispensable
10542	HBXIP	Indispensable
6118	RPA2	Indispensable
150572	SMYD1	Neutral
5708	PSMD2	Neutral
25932	CLIC4	Indispensable
3696	ITGB8	Neutral
5787	PTPRB	Indispensable
9138	ARHGEF1	Neutral
22803	XRN2	Indispensable
2205	FCER1A	Neutral
177	AGER	Dispensable
7965	JTV1	Indispensable
6349	CCL3L1	Dispensable
8292	COLQ	Neutral
27077	B9D1	Neutral
2213	FCGR2B	Neutral
7593	MZF1	Neutral
22821	RASA3	Dispensable
55295	KLHL26	Neutral
6601	SMARCC2	Neutral
54518	APBB1IP	Dispensable
3213	HOXB3	Dispensable
7316	UBC	Neutral
9943	OXSR1	Dispensable
10847	SRCAP	Neutral
5730	PTGDS	Indispensable
1260	CNGA2	Dispensable
8013	NR4A3	Neutral
114932	MRFAP1L1	Neutral
874	CBR3	Neutral
59272	ACE2	Neutral
162989	DEDD2	Neutral
493	ATP2B4	Dispensable
1436	CSF1R	Neutral
6543	SLC8A2	Dispensable
8417	STX7	Neutral
51726	DNAJB11	Neutral
1026	CDKN1A	Indispensable
2752	GLUL	Dispensable
5606	MAP2K3	Neutral
1390	CREM	Neutral
123887	JCLN	Dispensable
8521	GCM1	Neutral
10268	RAMP3	Neutral
1499	CTNNB1	Indispensable
23316	CUX2	Dispensable
919	CD247	Indispensable
10248	POP7	Dispensable
1268	CNR1	Indispensable
51619	UBE2D4	Neutral
633	BGN	Neutral
2023	ENO1	Neutral
1977	EIF4E	Indispensable
9771	RAPGEF5	Dispensable
9788	MTSS1	Dispensable
1825	DSC3	Dispensable
23137	SMC5	Dispensable
64780	MICAL1	Dispensable
10957	PNRC1	Dispensable
1285	COL4A3	Indispensable
5468	PPARG	Indispensable
6401	SELE	Neutral
3309	HSPA5	Neutral
3594	IL12RB1	Neutral
3757	KCNH2	Neutral
51311	TLR8	Neutral
1959	EGR2	Neutral
89797	NAV2	Neutral
26036	ZNF451	Dispensable
1874	E2F4	Neutral
1803	DPP4	Indispensable
9128	PRPF4	Dispensable
5533	PPP3CC	Dispensable
6619	SNAPC3	Neutral
10803	CCR9	Neutral
55620	STAP2	Neutral
339230	CCDC137	Dispensable
5069	PAPPA	Neutral
6383	SDC2	Neutral
4092	SMAD7	Indispensable
23162	MAPK8IP3	Neutral
8621	CDC2L5	Dispensable
5870	RAB6A	Neutral
22985	ACIN1	Indispensable
3337	DNAJB1	Neutral
151871	DPPA2	Indispensable
55816	DOK5	Dispensable
5119	CHMP1A	Neutral
9253	NUMBL	Dispensable
9246	UBE2L6	Neutral
7625	ZNF74	Dispensable
23204	ARL6IP1	Dispensable
9646	CTR9	Neutral
6548	SLC9A1	Indispensable
89780	WNT3A	Dispensable
10970	CKAP4	Dispensable
57325	CSRP2BP	Indispensable
10621	POLR3F	Indispensable
56901	NDUFA4L2	Indispensable
5871	MAP4K2	Neutral
8530	CST7	Dispensable
55207	ARL8B	Neutral
8861	LDB1	Indispensable
84033	OBSCN	Neutral
4005	LMO2	Indispensable
221935	SDK1	Dispensable
202559	KHDRBS2	Dispensable
84557	MAP1LC3A	Dispensable
9397	NMT2	Dispensable
3663	IRF5	Neutral
10235	RASGRP2	Dispensable
10063	COX17	Dispensable
60598	KCNK15	Dispensable
2652	OPN1MW	Neutral
6407	SEMG2	Dispensable
28966	SNX24	Neutral
2243	FGA	Neutral
8431	NR0B2	Neutral
1288	COL4A6	Neutral
65220	NADK	Dispensable
5425	POLD2	Neutral
5885	RAD21	Neutral
93145	OLFM2	Neutral
5654	HTRA1	Indispensable
6990	DYNLT3	Neutral
6462	SHBG	Indispensable
27232	GNMT	Dispensable
8737	RIPK1	Indispensable
9615	GDA	Dispensable
50618	ITSN2	Neutral
9875	URB1	Dispensable
79948	PRG2	Dispensable
54843	SYTL2	Dispensable
4899	NRF1	Neutral
9441	MED26	Neutral
10054	UBA2	Neutral
2905	GRIN2C	Dispensable
5300	PIN1	Indispensable
4854	NOTCH3	Neutral
717	C2	Neutral
2817	GPC1	Neutral
60491	NIF3L1	Indispensable
1511	CTSG	Neutral
51042	ZNF593	Dispensable
5436	POLR2G	Neutral
25796	PGLS	Dispensable
2249	FGF4	Dispensable
51298	THEG	Neutral
5678	PSG9	Dispensable
1605	DAG1	Indispensable
663	BNIP2	Neutral
4301	MLLT4	Indispensable
6892	TAPBP	Neutral
6373	CXCL11	Dispensable
5050	PAFAH1B3	Neutral
6299	SALL1	Neutral
1945	EFNA4	Indispensable
10922	FASTK	Dispensable
9075	CLDN2	Dispensable
56957	OTUD7B	Dispensable
5802	PTPRS	Indispensable
1946	EFNA5	Neutral
51282	SCAND1	Indispensable
4089	SMAD4	Indispensable
4207	MEF2B	Neutral
1501	CTNND2	Indispensable
4808	NHLH2	Neutral
55191	NADSYN1	Dispensable
85451	UNK	Dispensable
23641	LDOC1	Indispensable
27161	EIF2C2	Dispensable
51655	RASD1	Dispensable
64106	NPFFR1	Neutral
27086	FOXP1	Neutral
64151	NCAPG	Neutral
23126	POGZ	Dispensable
7018	TF	Neutral
5501	PPP1CC	Neutral
3930	LBR	Neutral
9049	AIP	Indispensable
8828	NRP2	Neutral
404550	C16orf74	Dispensable
9368	SLC9A3R1	Indispensable
1361	CPB2	Dispensable
6678	SPARC	Indispensable
89885	FATE1	Dispensable
7020	TFAP2A	Indispensable
6737	TRIM21	Neutral
3155	HMGCL	Indispensable
27132	CPNE7	Dispensable
23601	CLEC5A	Dispensable
5079	PAX5	Dispensable
10302	SNAPC5	Neutral
7327	UBE2G2	Neutral
51186	WBP5	Dispensable
51450	PRRX2	Dispensable
91746	YTHDC1	Neutral
3280	HES1	Neutral
1465	CSRP1	Dispensable
1397	CRIP2	Neutral
3678	ITGA5	Neutral
941	CD80	Dispensable
51061	TXNDC11	Dispensable
8915	BCL10	Neutral
4848	CNOT2	Neutral
7852	CXCR4	Indispensable
5063	PAK3	Dispensable
